PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
9261756001002,529,486,600,3,13
9262780001002,943,158,459,5,152
9262716001002,989,236,107,2,19
9263228001002,380,474,167,2,961
9263484001002,943,489,116,10,152
9264060001002,592,4,116,4,428
9264828001002,659,415,351,7,413
9265212001002,698,225,604,3,247
9265020001002,1399,426,135,3,19
9265852001002,828,462,300,1,125
9267772001002,1234,37,519,5,19
9267708001002,1234,64,411,4,19
9268220001002,610,76,300,0,120
9268860001002,377,447,116,1,917
9268988001002,894,142,449,2,240
9269372001002,1234,178,213,9,19
9270204001002,537,313,300,11,927
9270012001002,1624,468,300,9,88
9270396001002,896,299,134,8,986
9270780001002,148,118,50,0,607
9271356001002,494,367,508,5,25
9271420001002,1647,236,34,3,166
9272444001002,357,285,265,7,28
9272764001002,349,286,201,2,28
9274172001002,677,83,406,2,610
9274364001002,961,216,585,5,973
9274620001002,554,64,287,2,60
9276412001002,100,152,536,9,19
9276476001002,1681,233,163,3,698
9277308001002,558,49,641,3,607
9277820001002,1526,107,608,4,371
9278588001002,1248,227,619,1,486
9278716001002,131,128,311,8,486
9279036001002,942,358,446,1,705
9281532001002,1591,242,123,5,840
9282812001002,1507,148,612,2,853
9281980001002,579,137,432,8,492
9243260001002,166,136,496,0,319
9243772001002,307,259,357,7,132
9261049001002,530,116,432,9,62
9211641001002,824,263,405,3,212
9213753001002,674,216,21,5,418
9222585001002,691,257,21,0,699
9207673001002,240,434,442,0,20
9207801001002,1237,317,528,11,105
9207417001002,1409,188,527,1,153
9207161001002,1696,99,520,4,783
9208505001002,756,87,15,2,151
9208825001002,884,325,230,9,151
9210489001002,379,437,228,4,497
9211577001002,1090,153,96,2,398
9212345001002,1607,91,526,11,792
9212857001002,662,260,107,2,291
9213561001002,451,233,419,2,925
9213625001002,1234,288,360,11,19
9213881001002,661,32,294,2,255
9214137001002,1234,181,27,2,19
9214393001002,928,364,230,9,19
9214905001002,985,55,236,9,909
9214969001002,131,314,520,1,486
9215033001002,985,283,157,9,909
9215673001002,1764,96,472,2,909
9215801001002,167,223,42,0,986
9215929001002,59,216,528,9,469
9218169001002,1118,188,73,11,80
9220857001002,2,139,491,2,917
9220985001002,854,110,576,2,486
9221113001002,1511,216,139,1,10
9223545001002,1791,68,546,0,529
9224313001002,502,228,478,4,436
9224697001002,1736,304,520,5,696
9225209001002,540,75,253,7,712
9225593001002,611,158,520,11,543
9226105001002,1182,492,211,7,19
9226169001002,53,231,517,10,627
9226233001002,375,415,645,6,223
9226937001002,615,141,361,3,733
9227001001002,1182,259,429,11,19
9227321001002,1212,26,482,8,122
9227385001002,1465,227,436,11,107
9227705001002,1248,266,64,7,486
9228345001002,994,385,280,7,70
9228537001002,1756,317,238,5,105
9228921001002,822,119,82,5,596
9229689001002,506,250,569,3,19
9230777001002,821,32,397,10,997
9231737001002,1479,216,547,2,569
9232057001002,1792,216,200,8,347
9232761001002,1776,152,159,8,366
9233017001002,43,216,158,9,80
9233401001002,562,95,482,4,432
9233849001002,520,307,482,1,429
9234105001002,566,16,382,5,123
9234361001002,1698,16,277,4,956
9234553001002,1509,36,39,4,211
9234745001002,520,105,359,10,158
9234809001002,520,365,482,9,59
9235129001002,791,316,414,8,157
9235897001002,670,155,221,7,746
9236857001002,1182,428,45,2,19
9237753001002,1593,266,357,9,445
9238201001002,35,216,19,4,445
9238265001002,1712,282,301,8,367
9239417001002,769,36,357,9,309
9239609001002,13,448,300,2,410
9240505001002,336,308,92,8,516
9240825001002,1102,220,357,0,284
9241145001002,1379,343,271,3,123
9241209001002,186,420,262,7,675
9241337001002,520,208,221,4,158
9243961001002,1353,359,357,10,682
9244537001002,216,216,87,6,260
9244857001002,319,216,341,7,570
9245049001002,50,216,17,1,899
9245241001002,1069,329,357,3,857
9245369001002,318,216,390,4,380
9245881001002,337,460,357,3,5
9246137001002,1134,480,357,1,469
9246329001002,1069,216,150,3,749
9247545001002,1052,32,564,7,436
9247737001002,1401,57,460,2,283
9247801001002,175,285,151,3,552
9248057001002,1800,478,7,3,539
9249145001002,220,57,74,8,461
9251833001002,216,216,79,10,77
9251065001002,1619,298,357,3,352
9251385001002,216,216,168,0,3
9251577001002,303,216,488,6,483
9252345001002,303,23,209,11,496
9252793001002,369,327,357,7,395
9256633001002,1399,412,93,2,19
9256889001002,669,45,335,3,749
9257081001002,1592,242,622,2,689
9258297001002,1381,216,288,2,445
9258425001002,1039,466,20,7,247
9258489001002,1039,171,139,8,626
9258553001002,1417,455,218,9,486
9259001001002,1462,387,261,8,811
9260729001002,498,173,606,3,83
9260089001002,552,24,36,8,26
9260857001002,592,120,514,2,409
9261305001002,1774,301,623,4,893
9261433001002,989,105,233,8,19
9261753001002,477,445,86,7,149
9262329001002,1399,403,136,1,19
9262457001002,1399,343,195,2,19
9262969001002,916,143,576,7,49
9263801001002,1770,216,623,3,60
9264313001002,1342,216,345,4,4
9264505001002,914,377,303,9,37
9264697001002,419,227,219,5,289
9265081001002,1028,60,356,7,37
9265529001002,470,91,589,7,893
9265657001002,470,55,10,11,893
9265721001002,943,310,518,10,152
9266297001002,898,278,300,4,575
9267449001002,1234,398,519,4,19
9267961001002,442,13,94,8,158
9268537001002,533,32,232,10,588
9269177001002,537,244,67,1,927
9269689001002,637,189,572,3,917
9269881001002,442,233,620,9,506
9270073001002,1234,156,519,9,19
9271161001002,609,214,67,7,107
9274937001002,980,228,164,10,913
9275193001002,596,245,114,5,512
9276153001002,1603,220,172,8,689
9276345001002,1076,320,14,2,927
9276537001002,100,233,631,10,19
9276729001002,948,99,246,11,610
9277113001002,424,216,237,5,447
9277241001002,1343,216,654,6,478
9277497001002,1072,105,498,9,596
9277625001002,1489,297,225,10,501
9277881001002,394,133,62,8,105
9279097001002,457,411,471,6,106
9279993001002,778,18,393,9,492
9281657001002,1042,408,196,5,362
9282169001002,539,87,212,2,371
9281977001002,537,381,241,2,927
9243257001002,133,309,501,2,47
9243513001002,1230,150,307,0,729
9250736001002,11,83,225,8,290
9209840001002,1153,283,16,6,865
9213616001002,69,216,523,7,235
9213680001002,502,68,171,8,472
9207664001002,1640,200,267,5,543
9208176001002,308,213,140,8,519
9208816001002,884,343,565,2,151
9210096001002,17,300,504,3,631
9210736001002,672,257,61,0,552
9211824001002,1076,234,121,10,927
9212336001002,1072,103,581,10,596
9212592001002,1514,218,175,0,201
9212912001002,865,154,375,0,892
9213040001002,1663,234,4,3,464
9213296001002,614,263,222,7,811
9213488001002,600,245,604,7,80
9214000001002,1325,20,435,8,966
9214256001002,502,216,88,5,132
9214768001002,1127,370,236,9,157
9214896001002,131,228,598,2,486
9214960001002,147,125,520,4,80
9215024001002,985,448,640,4,909
9215088001002,691,449,236,1,164
9215280001002,1713,225,625,3,432
9215408001002,1017,19,520,11,25
9215472001002,1222,410,520,6,464
9215536001002,1199,366,651,9,782
9215600001002,1786,227,253,10,678
9215664001002,1764,367,520,1,909
9215728001002,1686,32,523,9,80
9215856001002,115,216,215,1,469
9216048001002,537,183,431,3,927
9216304001002,110,216,132,9,347
9216496001002,82,216,416,10,7
9216624001002,561,286,162,0,299
9216752001002,788,488,241,3,970
9217008001002,537,385,390,3,927
9217072001002,998,104,132,10,19
9218544001002,442,202,372,2,158
9218736001002,402,6,300,0,217
9220080001002,1806,216,8,7,975
9220208001002,785,173,542,6,147
9220336001002,506,486,420,7,19
9220848001002,854,178,23,7,486
9221616001002,1503,32,566,9,619
9222256001002,1729,181,512,8,371
9222512001002,1100,49,380,8,615
9222576001002,424,35,475,2,60
9222640001002,1325,183,375,6,771
9223792001002,970,296,527,1,523
9223984001002,850,179,630,5,809
9225008001002,1507,34,85,0,853
9225456001002,1542,27,520,3,19
9226352001002,1182,140,520,1,194
9226416001002,942,403,644,11,705
9226928001002,1209,138,221,2,592
9226992001002,681,493,452,6,849
9227056001002,793,277,71,3,328
9227696001002,1248,444,259,0,486
9227760001002,1248,379,141,5,486
9228336001002,1461,130,142,4,17
9228976001002,969,105,150,11,596
9229168001002,910,136,14,10,986
9230064001002,1590,194,552,0,374
9231088001002,1033,410,546,7,105
9231664001002,1479,229,357,10,889
9231920001002,1479,23,363,7,873
9231984001002,1454,381,585,8,748
9232176001002,228,216,398,2,73
9232240001002,312,216,260,6,490
9232624001002,338,248,513,3,880
9232752001002,878,360,510,4,19
9232816001002,878,202,19,10,19
9233648001002,929,14,243,6,620
9233712001002,777,397,553,3,917
9233840001002,520,182,482,1,985
9234352001002,786,420,328,10,501
9234672001002,1798,456,542,4,69
9235504001002,1182,39,131,6,19
9235888001002,1528,109,482,4,529
9236400001002,383,149,221,11,40
9236912001002,384,457,386,6,651
9237296001002,1521,344,482,5,248
9237488001002,298,216,144,7,197
9237680001002,317,216,50,10,567
9237808001002,348,452,357,1,426
9237872001002,1792,143,242,8,61
9238000001002,336,360,10,3,61
9238128001002,1479,91,293,8,877
9238320001002,81,441,183,2,749
9238384001002,1639,216,453,5,935
9238640001002,1040,415,434,8,659
9238704001002,1478,248,246,2,418
9239408001002,348,57,357,0,261
9239600001002,220,95,357,9,682
9239664001002,361,288,229,8,854
9240112001002,339,179,507,7,522
9240560001002,1018,218,155,6,516
9241904001002,660,134,101,6,44
9242224001002,878,266,510,10,19
9242352001002,777,392,532,4,88
9243952001002,1666,151,395,0,800
9244208001002,220,219,357,3,570
9244400001002,174,431,272,8,61
9244656001002,1339,405,215,8,399
9244720001002,220,216,526,11,806
9244784001002,1479,147,357,1,317
9245040001002,1299,236,41,1,619
9245168001002,220,216,437,6,327
9245232001002,1150,215,607,2,400
9245296001002,1719,447,82,8,167
9245424001002,303,323,508,2,496
9245552001002,220,317,160,3,313
9245616001002,312,216,6,1,918
9245680001002,174,422,357,6,899
9245936001002,332,216,546,7,239
9246064001002,74,155,506,2,80
9246384001002,336,420,10,1,367
9246448001002,303,19,105,8,496
9246768001002,1640,327,590,9,543
9247216001002,196,187,377,3,476
9248048001002,316,330,245,5,461
9248432001002,1432,2,506,8,299
9248880001002,196,445,220,2,476
9249136001002,309,492,357,9,461
9248944001002,175,445,653,0,552
9249264001002,200,51,395,1,419
9250032001002,1037,381,70,8,380
9250800001002,1783,157,45,2,235
9249968001002,1069,216,301,4,872
9250608001002,1454,240,308,5,748
9251312001002,305,345,357,4,80
9251056001002,1479,216,423,7,854
9251824001002,1782,133,260,2,11
9251888001002,327,216,628,7,359
9252080001002,11,288,438,3,198
9252528001002,1639,114,493,2,80
9254000001002,222,251,456,2,80
9255280001002,1163,33,218,3,997
9256176001002,1481,210,273,11,124
9256624001002,67,184,425,4,235
9257264001002,528,80,355,11,586
9257776001002,230,87,503,2,6
9257840001002,1639,277,357,2,77
9257584001002,734,154,651,1,371
9257712001002,317,216,299,6,77
9257904001002,323,109,321,3,77
9258992001002,1462,242,395,0,811
9259824001002,412,119,295,3,96
9260144001002,438,240,116,11,82
9260784001002,1418,285,58,5,457
9261552001002,5,221,432,6,47
9263024001002,105,490,432,3,418
9263472001002,943,69,116,9,152
9263792001002,1014,255,436,11,469
9263856001002,168,250,315,2,371
9263984001002,578,216,552,9,567
9264176001002,523,359,372,2,456
9266032001002,1234,350,519,10,194
9266864001002,1226,26,630,5,45
9266736001002,1234,311,45,3,19
9267632001002,1234,66,462,2,19
9267056001002,523,86,331,2,260
9268208001002,14,269,300,11,101
9268784001002,468,19,123,2,279
9268912001002,818,325,179,3,70
9269360001002,442,175,519,8,306
9269424001002,637,283,473,1,70
9269552001002,168,173,116,7,371
9269872001002,442,390,300,3,852
9270192001002,890,354,401,0,328
9270256001002,896,434,361,2,802
9271088001002,569,189,223,2,696
9271536001002,633,157,355,9,696
9272368001002,364,285,394,8,28
9273072001002,486,280,285,0,25
9273456001002,1746,400,141,2,20
9274224001002,818,351,300,9,53
9274416001002,961,195,539,2,235
9274480001002,1143,138,606,1,469
9274672001002,963,216,103,9,1005
9274736001002,442,267,162,8,158
9274864001002,1480,454,640,2,60
9274928001002,1480,274,476,2,979
9275056001002,961,202,308,0,233
9275184001002,1176,385,322,2,853
9275312001002,883,241,338,7,16
9275568001002,1498,216,560,0,210
9276336001002,1076,151,537,1,927
9277232001002,1160,216,362,10,5
9277808001002,1526,305,9,4,371
9278448001002,1507,22,633,7,853
9279600001002,1184,136,93,4,970
9279728001002,1669,369,531,3,81
9280880001002,250,368,27,8,206
9279920001002,344,293,632,1,386
9280624001002,284,293,254,0,847
9281264001002,1441,16,462,6,211
9282672001002,1208,245,37,11,168
9282864001002,1507,427,50,9,853
9243440001002,337,123,66,8,299
9243504001002,243,48,357,11,261
9243568001002,1621,216,539,9,456
9243696001002,1479,216,87,10,516
9207729001002,281,417,362,6,960
9210417001002,144,234,127,6,19
9213681001002,1764,208,541,2,909
9214641001002,1036,62,210,1,37
9244849001002,305,489,357,11,971
9264625001002,1223,303,116,6,725
9208177001002,240,101,214,0,20
9208753001002,884,85,289,2,151
9209201001002,260,296,467,5,106
9209905001002,500,354,70,4,151
9209969001002,500,150,102,2,151
9211761001002,1603,327,422,4,689
9213809001002,1507,460,500,8,853
9213937001002,1160,274,596,2,132
9214449001002,1507,305,471,8,853
9214513001002,1786,227,15,7,851
9214577001002,928,159,620,10,19
9214769001002,1127,239,236,10,157
9214961001002,147,183,531,9,80
9215089001002,691,6,597,8,164
9215409001002,1017,403,621,9,25
9215473001002,1222,215,358,2,464
9215601001002,1786,248,246,11,678
9216049001002,537,447,300,9,927
9216433001002,144,159,618,4,19
9216817001002,381,106,571,8,554
9217009001002,537,100,228,1,927
9220913001002,922,216,535,4,10
9220977001002,854,219,546,6,486
9221617001002,1503,95,96,8,619
9222257001002,1729,490,512,1,371
9222641001002,1343,216,105,9,173
9225009001002,147,301,445,6,80
9225073001002,128,88,554,5,136
9225969001002,520,195,482,9,678
9226161001002,1500,94,482,5,371
9226353001002,1182,332,482,10,194
9226801001002,990,226,390,10,927
9226929001002,929,228,534,9,768
9226993001002,520,476,280,2,417
9227121001002,522,226,144,6,986
9227697001002,1248,374,141,4,486
9228465001002,563,186,522,2,80
9231601001002,810,79,412,7,886
9231665001002,312,137,562,2,889
9232049001002,1479,216,33,4,123
9232113001002,276,88,307,8,689
9232177001002,1381,1,417,6,73
9232497001002,1479,50,274,8,663
9232881001002,520,205,71,6,738
9234993001002,520,70,586,5,158
9235121001002,887,116,422,4,271
9236081001002,866,70,550,10,68
9237041001002,1579,144,410,5,93
9237681001002,337,117,160,9,935
9238833001002,329,187,247,0,757
9239537001002,362,84,380,2,264
9239601001002,968,216,202,1,80
9239921001002,1639,216,493,9,239
9240049001002,1639,216,358,3,456
9241009001002,215,445,15,0,497
9243249001002,520,435,482,11,158
9242097001002,878,102,143,9,19
9242993001002,878,478,175,0,194
9243953001002,318,52,492,2,979
9244273001002,327,296,314,9,235
9244337001002,253,229,441,9,362
9244465001002,366,225,201,8,246
9244721001002,1479,216,78,10,801
9245041001002,1299,384,362,2,619
9245169001002,1479,79,357,1,327
9245489001002,317,216,5,10,437
9246065001002,352,216,524,1,799
9246321001002,74,398,301,8,467
9246961001002,1479,230,458,8,516
9247217001002,1792,218,397,1,299
9248881001002,187,182,598,5,476
9248049001002,106,459,160,6,299
9248113001002,186,84,395,4,675
9248369001002,1479,451,357,3,15
9249393001002,220,218,367,9,570
9249585001002,266,437,401,9,482
9249073001002,255,455,318,8,843
9250097001002,305,429,459,2,233
9250353001002,1018,226,243,8,659
9250801001002,1256,478,314,3,925
9251313001002,1473,260,357,5,966
9251185001002,1479,207,357,1,966
9251697001002,1018,123,355,2,749
9251249001002,306,216,428,5,77
9252657001002,304,226,415,3,253
9252721001002,1134,216,202,9,261
9252977001002,489,137,421,0,19
9253617001002,489,136,538,4,427
9254001001002,222,279,357,7,80
9256177001002,1481,219,273,4,469
9256881001002,965,56,42,2,132
9257201001002,127,226,491,7,986
9257969001002,35,485,357,11,299
9258673001002,1766,139,112,0,371
9258993001002,1462,364,261,8,811
9259505001002,552,21,85,1,44
9263025001002,1014,216,243,6,199
9263089001002,1383,248,484,11,486
9263601001002,1014,216,296,11,29
9263665001002,73,343,538,2,410
9264177001002,168,415,399,2,371
9263985001002,1663,159,119,1,464
9264049001002,1008,216,383,5,201
9264497001002,1223,140,281,1,725
9264817001002,1399,408,59,5,19
9265713001002,897,266,384,3,62
9269169001002,537,177,216,3,927
9269617001002,442,208,123,3,158
9269873001002,442,239,292,6,852
9270129001002,436,335,300,2,917
9270257001002,896,46,300,10,852
9270641001002,1751,62,172,8,607
9270961001002,558,43,50,3,607
9272689001002,760,389,357,4,696
9272817001002,616,73,503,6,696
9274545001002,442,78,320,2,158
9274737001002,442,162,300,5,158
9275569001002,1076,434,477,2,927
9276081001002,1603,240,23,5,689
9276337001002,1076,140,291,8,927
9276721001002,948,399,91,1,610
9276849001002,987,429,445,3,157
9277233001002,99,265,71,11,61
9277745001002,423,288,466,2,52
9278129001002,1507,284,634,11,853
9278513001002,970,304,648,2,468
9278705001002,618,190,78,2,610
9279281001002,942,90,221,9,705
9279537001002,634,226,197,6,19
9281457001002,1591,301,154,5,840
9282097001002,405,283,211,10,70
9282801001002,1507,183,344,9,853
9283121001002,749,391,296,2,398
9243441001002,209,216,456,3,301
9243697001002,1639,58,430,8,516
9243825001002,1052,80,409,2,198
9211759001002,513,454,147,3,40
9214063001002,1513,216,574,3,299
9235183001002,520,391,530,2,158
9240367001002,192,475,562,3,138
9275951001002,1325,154,375,8,456
9207343001002,1133,233,520,9,886
9208047001002,1624,66,149,3,88
9208111001002,818,463,454,3,917
9208623001002,756,441,358,2,151
9210095001002,17,143,558,8,631
9212015001002,270,92,551,10,37
9212463001002,970,140,375,5,468
9213039001002,1591,234,255,3,840
9213295001002,131,263,627,1,486
9213807001002,588,79,77,4,496
9215087001002,691,242,526,6,164
9215279001002,1713,224,93,1,432
9215343001002,1526,223,56,9,371
9215407001002,1017,459,520,10,25
9215471001002,1222,282,40,2,464
9215535001002,1199,291,520,8,782
9216303001002,2,137,561,5,53
9216367001002,144,364,88,8,19
9216431001002,468,369,179,3,19
9217967001002,811,117,598,2,896
9220847001002,854,492,301,2,486
9221423001002,1586,216,261,10,233
9221487001002,1238,174,378,6,132
9221679001002,1503,459,577,2,390
9222767001002,1321,216,513,1,567
9222895001002,502,216,315,10,461
9223791001002,970,241,375,0,523
9223919001002,391,445,151,9,497
9224815001002,1507,170,50,7,853
9224879001002,1507,271,50,5,853
9224111001002,1333,180,537,9,958
9226415001002,942,108,363,6,705
9226479001002,486,300,361,3,783
9226927001002,376,439,437,5,961
9227183001002,526,375,568,6,80
9227311001002,1182,310,482,8,194
9227695001002,1248,178,87,11,486
9228015001002,1135,197,116,1,300
9228527001002,1679,188,646,2,334
9228975001002,969,494,566,8,596
9229999001002,1589,202,27,5,44
9230575001002,1182,182,108,3,19
9232367001002,366,455,436,8,73
9232495001002,1381,195,243,8,663
9232815001002,878,359,99,3,19
9232943001002,1182,12,482,1,19
9233391001002,520,97,482,7,506
9233519001002,1376,194,175,6,464
9233647001002,929,262,482,11,620
9233711001002,777,335,92,3,917
9234287001002,520,204,482,0,158
9234735001002,612,73,537,6,41
9236015001002,520,124,545,6,158
9236399001002,383,177,476,0,40
9236719001002,1669,116,310,10,81
9237423001002,1479,418,420,8,342
9238639001002,252,358,389,8,659
9239343001002,276,9,331,8,689
9239407001002,1429,216,433,10,447
9239599001002,1353,297,15,8,80
9240047001002,281,225,649,3,960
9243951001002,171,156,357,4,999
9244015001002,317,216,427,4,800
9244591001002,1473,171,11,8,755
9244655001002,1381,213,95,2,471
9244719001002,312,12,19,2,273
9245167001002,312,216,116,10,302
9245487001002,1593,150,357,4,683
9246255001002,875,296,490,8,935
9246703001002,716,301,280,1,339
9248431001002,1382,291,250,8,299
9248751001002,222,263,357,9,80
9248879001002,1037,399,607,8,461
9249647001002,282,125,314,10,398
9249775001002,1820,93,334,5,476
9249519001002,175,232,284,3,476
9250735001002,1473,34,649,8,760
9250863001002,35,216,185,7,359
9249967001002,81,367,368,2,80
9251311001002,35,166,357,1,925
9251439001002,281,475,251,2,960
9251503001002,1614,98,357,7,347
9251695001002,1381,216,364,9,395
9251759001002,317,440,213,8,751
9252271001002,1479,275,357,7,14
9252079001002,286,393,314,7,966
9252335001002,317,229,357,10,7
9255279001002,1163,3,600,5,997
9256623001002,698,246,630,2,143
9256879001002,946,216,34,3,979
9256943001002,380,217,485,2,961
9257583001002,734,240,480,9,371
9257135001002,1592,53,273,8,689
9257391001002,539,465,321,3,371
9258735001002,1709,354,310,0,80
9258863001002,22,391,218,6,17
9258031001002,220,433,160,11,966
9258159001002,285,5,412,5,80
9258223001002,84,458,224,8,299
9258415001002,1768,108,136,8,164
9258479001002,1039,411,89,8,247
9260719001002,464,70,116,6,96
9262703001002,539,359,134,11,371
9264367001002,77,216,290,4,979
9263919001002,83,16,475,2,5
9265903001002,14,298,116,3,67
9267439001002,468,187,300,9,624
9267631001002,1234,301,201,0,19
9269551001002,168,168,172,2,371
9269871001002,442,246,479,1,852
9270255001002,896,242,647,11,802
9270191001002,890,390,213,7,328
9270511001002,1396,49,65,10,607
9270767001002,159,180,50,0,607
9271087001002,569,16,614,2,696
9271215001002,609,200,322,10,107
9272815001002,616,84,482,0,696
9273071001002,1422,26,207,6,25
9273711001002,1267,70,283,5,107
9274159001002,470,140,42,0,893
9274351001002,556,216,112,10,496
9274735001002,442,227,78,1,158
9274863001002,87,135,468,3,201
9275183001002,1176,179,492,0,853
9275311001002,883,77,523,11,16
9276335001002,1076,419,505,4,927
9276399001002,1665,143,389,1,118
9276719001002,270,321,500,7,37
9277039001002,1050,335,323,8,447
9277103001002,699,353,604,4,410
9277359001002,558,305,50,11,607
9277743001002,1003,27,345,9,986
9278383001002,103,233,94,5,103
9278575001002,131,82,286,11,486
9279407001002,1451,149,221,3,63
9280047001002,466,366,337,3,114
9281199001002,703,394,260,6,316
9282735001002,1208,75,421,8,168
9243759001002,49,210,93,8,124
9208565001002,827,151,599,7,151
9214005001002,588,60,609,2,496
9258421001002,1768,69,218,9,164
9266293001002,1234,422,519,10,19
9207797001002,757,125,62,3,444
9207285001002,1033,259,546,9,101
9207349001002,947,467,209,4,926
9207989001002,552,476,92,1,997
9211125001002,1813,445,179,0,938
9213045001002,1042,67,595,1,486
9213173001002,253,234,506,11,486
9214325001002,502,216,107,1,299
9214389001002,1199,6,520,0,782
9215221001002,96,42,58,2,986
9215413001002,131,244,592,0,486
9215477001002,1222,146,171,2,464
9215541001002,1199,481,535,10,782
9215605001002,534,436,150,2,506
9215733001002,1334,14,523,7,123
9215989001002,1777,216,11,0,743
9216245001002,1686,318,263,8,858
9217781001002,940,301,311,8,468
9220597001002,843,435,546,7,86
9220981001002,1586,275,377,7,3
9221493001002,112,274,568,2,132
9221621001002,1503,230,4,3,619
9222645001002,27,216,524,11,239
9223605001002,1749,367,510,0,47
9224949001002,1003,370,473,3,986
9226165001002,873,248,255,6,548
9226293001002,486,476,363,4,917
9226421001002,942,175,221,9,705
9227125001002,522,86,482,0,986
9227765001002,131,48,520,4,486
9227701001002,1248,69,207,2,486
9228085001002,1713,239,591,11,432
9228405001002,688,106,472,2,456
9228597001002,1012,32,294,2,997
9229173001002,1661,36,293,7,47
9229365001002,1710,479,457,5,970
9230133001002,1590,345,504,4,374
9230645001002,1186,236,482,1,546
9230837001002,1285,116,68,5,754
9231797001002,53,248,234,1,548
9231861001002,323,216,330,4,385
9232053001002,212,216,293,11,347
9232181001002,254,216,351,9,73
9232245001002,1492,353,264,8,73
9232373001002,1639,135,302,8,73
9232501001002,1479,356,304,8,352
9233269001002,749,381,400,2,398
9233333001002,749,113,279,2,398
9233397001002,520,288,502,5,158
9233461001002,873,242,31,8,391
9233653001002,929,382,482,7,620
9243189001002,1106,268,137,5,997
9234421001002,1522,448,615,1,988
9234933001002,1799,127,99,2,46
9234997001002,520,67,440,10,158
9235125001002,887,129,488,2,271
9236213001002,520,369,482,1,158
9236533001002,383,494,558,9,40
9237237001002,1572,234,482,0,319
9237685001002,254,216,80,1,1005
9237877001002,369,15,595,2,857
9238517001002,24,445,653,8,780
9238901001002,182,108,648,2,977
9239605001002,335,495,314,10,80
9239989001002,308,335,530,2,519
9241141001002,1322,116,57,8,900
9244213001002,1615,159,639,11,846
9244277001002,1479,216,132,3,796
9244341001002,1619,216,139,10,796
9244661001002,81,87,357,3,766
9244917001002,307,74,123,2,771
9245109001002,1761,216,186,7,899
9245301001002,220,216,253,6,167
9245621001002,1479,216,326,3,900
9246005001002,1473,300,519,2,201
9246133001002,968,216,502,6,935
9246837001002,586,16,372,0,41
9247349001002,282,391,83,2,398
9247541001002,171,2,492,0,999
9247733001002,245,17,357,7,41
9248821001002,236,312,395,11,793
9247925001002,266,445,655,10,539
9248245001002,875,109,262,8,971
9249781001002,175,445,621,7,476
9248949001002,175,34,578,10,938
9249269001002,225,272,111,2,236
9249525001002,215,365,100,4,497
9249653001002,175,444,34,6,476
9250165001002,1792,206,647,2,743
9250869001002,55,318,564,0,352
9250485001002,84,394,357,11,77
9250549001002,209,101,168,5,461
9250805001002,13,216,589,5,516
9251637001002,1069,216,24,4,966
9250997001002,981,11,381,8,966
9252597001002,1353,216,583,6,966
9252085001002,1429,469,357,9,253
9252341001002,337,224,138,8,966
9253173001002,1399,401,135,10,19
9256245001002,1481,231,200,2,7
9256437001002,698,487,264,2,626
9257589001002,734,223,597,9,371
9257077001002,1592,266,89,1,689
9257205001002,539,254,7,2,371
9257909001002,716,125,488,4,339
9258165001002,285,13,621,5,80
9258229001002,1479,216,401,9,950
9258997001002,1462,477,512,8,811
9262069001002,1399,456,566,2,19
9262773001002,489,120,649,2,19
9262005001002,489,104,551,8,19
9263733001002,1704,360,434,1,771
9263029001002,109,412,372,4,287
9263797001002,523,216,261,8,60
9263989001002,1663,51,12,2,464
9264565001002,51,187,116,9,17
9265205001002,528,223,313,2,652
9265589001002,533,421,300,0,588
9268981001002,896,426,300,5,852
9269813001002,898,422,300,1,575
9269877001002,442,419,473,7,158
9270645001002,1751,189,300,0,607
9271221001002,609,192,381,4,107
9273013001002,990,213,501,9,927
9274485001002,674,233,11,2,749
9274613001002,594,140,308,1,5
9274933001002,1480,216,386,9,255
9275253001002,806,216,580,1,544
9275509001002,1076,47,537,9,927
9275573001002,1514,266,448,5,132
9275637001002,538,70,31,2,854
9276085001002,1603,92,422,9,689
9276149001002,1325,429,645,2,385
9276341001002,1076,141,490,11,927
9276981001002,34,454,462,2,456
9277173001002,538,62,564,2,456
9277685001002,1489,357,26,4,501
9278005001002,1100,479,27,9,615
9278645001002,387,392,542,9,117
9278709001002,147,146,520,1,80
9278965001002,373,51,543,11,211
9279285001002,942,176,221,0,705
9282293001002,539,74,134,0,371
9282805001002,1507,392,50,10,853
9282165001002,1572,316,482,0,101
9282997001002,927,100,279,2,398
9243573001002,324,370,633,5,216
9243893001002,253,223,479,10,138
9211443001002,1000,455,380,2,47
9212403001002,658,491,66,5,596
9232051001002,1404,216,138,5,0
9207219001002,394,168,224,10,105
9207987001002,703,143,578,5,94
9208115001002,1020,372,273,8,986
9208947001002,623,142,482,1,686
9209843001002,914,143,504,10,37
9209907001002,500,325,222,0,151
9213043001002,438,262,536,9,536
9213299001002,131,175,19,11,486
9213363001002,152,37,146,0,535
9213811001002,69,216,205,6,749
9213875001002,1242,336,479,2,666
9213939001002,620,223,270,8,925
9215027001002,985,325,213,4,909
9215475001002,1222,141,187,2,464
9215603001002,534,369,520,1,506
9216179001002,1048,141,574,10,989
9216243001002,781,232,331,2,952
9216435001002,144,234,546,1,19
9219315001002,1628,102,289,8,62
9220595001002,110,216,355,7,757
9220787001002,2,486,452,10,867
9220915001002,974,227,505,8,10
9221107001002,1781,216,423,5,952
