PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
9232245001001,1492,255,357,8,73
9232373001001,1639,216,357,7,73
9232437001001,1110,248,249,4,262
9232501001001,1479,313,357,8,352
9232693001001,476,430,513,6,961
9233269001001,749,468,21,2,398
9233333001001,749,159,21,1,398
9233397001001,520,288,79,2,158
9233461001001,873,242,221,1,391
9233653001001,929,90,482,6,620
9243189001001,1106,36,577,5,997
9234421001001,1522,27,32,5,988
9234933001001,1799,242,542,3,46
9234997001001,520,424,482,6,158
9235061001001,623,302,482,6,740
9235957001001,413,55,482,1,735
9236213001001,520,99,563,6,158
9237237001001,1572,326,482,6,319
9237685001001,254,216,646,2,1005
9237877001001,369,216,357,11,857
9238517001001,24,399,653,2,780
9238901001001,182,398,4,2,977
9239605001001,335,216,314,7,80
9239989001001,308,231,349,6,519
9241141001001,1322,218,289,8,900
9241589001001,934,117,221,0,441
9241653001001,455,5,483,8,131
9244213001001,1615,159,151,2,846
9244277001001,1479,165,361,8,796
9244341001001,1619,216,361,10,796
9244661001001,81,216,357,9,766
9244917001001,307,216,357,0,771
9245109001001,1761,216,494,3,899
9245301001001,220,216,357,11,167
9245621001001,1479,387,357,8,900
9246005001001,1473,484,357,2,201
9246133001001,968,147,357,8,935
9246261001001,227,238,148,8,80
9247541001001,171,2,357,1,999
9247733001001,245,27,647,3,41
9248821001001,236,37,395,5,793
9247925001001,266,445,643,5,539
9248245001001,875,218,357,9,971
9248949001001,175,239,554,10,938
9249013001001,175,445,21,3,189
9249269001001,225,463,395,6,236
9249525001001,215,155,100,3,497
9249653001001,175,445,34,4,476
9250165001001,1792,216,407,2,743
9250869001001,55,313,564,8,352
9250485001001,84,216,357,10,77
9250549001001,209,228,168,8,461
9250805001001,13,119,357,8,516
9251637001001,1069,216,160,1,966
9250997001001,981,216,652,8,966
9252597001001,1353,380,357,8,966
9252085001001,1429,216,357,11,253
9252341001001,337,216,357,10,966
9253173001001,1399,136,135,4,19
9255541001001,571,16,184,5,41
9256245001001,1481,429,273,2,7
9256437001001,698,223,295,0,626
9257589001001,734,223,651,1,371
9258165001001,285,223,128,1,80
9258229001001,1479,196,357,8,950
9260213001001,431,159,432,5,588
9262773001001,489,140,135,1,19
9262005001001,489,104,271,2,19
9263733001001,1704,216,434,10,771
9263029001001,109,216,372,5,287
9263797001001,523,216,116,11,60
9263989001001,1663,160,116,3,464
9264565001001,51,8,116,5,17
9265205001001,528,248,164,2,652
9266549001001,701,315,79,7,181
9268981001001,896,224,300,10,852
9269813001001,898,449,312,3,575
9269173001001,537,226,129,3,927
9269877001001,442,419,90,8,158
9270261001001,890,360,279,3,328
9270645001001,1751,49,67,0,607
9271221001001,609,192,300,0,107
9271605001001,1803,156,381,5,292
9273013001001,990,213,255,6,927
9273461001001,1465,426,482,6,107
9274485001001,674,288,311,2,749
9274613001001,594,216,308,9,5
9274741001001,961,154,185,2,123
9274933001001,1480,216,593,2,255
9275573001001,1514,216,448,5,132
9276085001001,1603,273,422,8,689
9276149001001,1325,216,375,0,385
9276341001001,1076,68,537,3,927
9276981001001,34,216,617,7,456
9277173001001,538,458,369,2,456
9277685001001,1489,298,210,2,501
9278005001001,1100,479,492,10,615
9278645001001,387,392,138,4,117
9279285001001,942,12,221,6,705
9282293001001,539,201,191,2,371
9282805001001,1507,283,50,9,853
9282741001001,1208,67,37,5,168
9282997001001,927,259,325,2,398
9243317001001,355,216,89,8,925
9243893001001,253,277,227,5,138
9211443001001,1000,36,180,2,47
9232051001001,1404,315,357,2,0
9207219001001,394,133,224,11,105
9207987001001,703,471,652,9,94
9208115001001,1020,227,116,6,986
9208819001001,884,80,483,2,151
9208947001001,623,178,636,2,686
9209843001001,914,143,243,3,37
9209907001001,500,325,70,9,151
9212915001001,952,182,432,5,1008
9213043001001,438,419,432,5,536
9213299001001,131,194,520,11,486
9213363001001,152,216,146,5,535
9213747001001,1741,124,520,4,269
9213811001001,69,114,604,2,749
9214131001001,69,247,604,2,128
9213939001001,620,216,478,4,925
9214387001001,41,216,375,6,2
9215027001001,985,325,403,2,909
9215347001001,1526,233,240,4,371
9215411001001,131,480,520,1,486
9215475001001,1222,249,520,7,464
9216179001001,1048,141,300,9,989
9216435001001,144,259,546,6,19
9217011001001,649,79,300,7,928
9217395001001,711,21,224,11,41
9219315001001,1628,291,546,5,62
9219507001001,468,260,300,2,613
9220083001001,1244,216,543,9,210
9220595001001,110,307,546,2,757
9220787001001,2,486,206,5,867
9220915001001,974,198,505,2,10
9221107001001,1781,216,371,2,952
9221363001001,1781,401,505,2,749
9221491001001,1781,216,531,7,132
9221619001001,1503,244,566,9,619
9222835001001,1507,143,402,8,853
9223795001001,706,110,57,0,47
9224947001001,1507,27,351,8,853
9226227001001,929,242,131,6,768
9226419001001,942,382,221,7,705
9226739001001,565,141,510,6,78
9226803001001,651,402,253,2,281
9226995001001,520,227,358,2,985
9227123001001,522,40,482,2,986
9227763001001,131,239,28,11,486
9228083001001,1713,241,657,2,432
9228211001001,994,168,280,5,25
9228467001001,563,11,543,2,80
9230003001001,1203,303,640,10,501
9230579001001,1182,136,482,3,19
9231923001001,20,216,205,8,755
9232307001001,220,268,357,2,477
9232819001001,520,288,565,3,158
9233651001001,929,225,452,6,620
9233843001001,520,398,482,2,413
9234419001001,1522,36,615,9,988
9235059001001,520,490,482,2,158
9235315001001,1182,74,641,6,19
9235763001001,520,131,633,6,158
9236147001001,1669,114,482,6,427
9236979001001,1669,314,482,2,81
9237747001001,336,216,357,6,346
9238259001001,317,216,357,0,749
9238387001001,317,216,11,2,326
9238515001001,330,216,357,11,418
9238771001001,1722,216,395,3,410
9241267001001,1388,218,417,6,900
9241587001001,934,121,421,6,441
9241843001001,1062,116,221,4,224
9243955001001,1327,216,252,2,979
9244147001001,235,193,467,8,281
9244659001001,1479,72,357,8,510
9244787001001,1150,216,638,2,317
9244851001001,35,216,357,11,380
9244915001001,361,216,105,0,771
9245363001001,212,375,357,2,134
9245939001001,725,281,314,8,282
9246003001001,317,216,153,8,416
9246323001001,1750,216,153,3,872
9247219001001,216,394,58,8,124
9247347001001,282,176,634,3,398
9247731001001,245,280,357,3,41
9247987001001,272,445,247,10,1007
9248243001001,267,383,357,2,408
9248947001001,300,218,67,8,167
9249651001001,18,334,357,11,49
9249971001001,228,216,357,9,544
9250611001001,1429,216,357,11,29
9250227001001,1761,216,639,2,233
9250739001001,174,216,235,8,516
9250995001001,252,216,368,8,966
9251059001001,209,489,168,2,128
9251123001001,276,241,160,1,689
9251315001001,1639,455,357,8,380
9251379001001,345,216,479,8,870
9252083001001,228,344,357,8,483
9252275001001,1670,133,357,2,141
9252531001001,1389,381,357,8,399
9252659001001,317,216,357,4,966
9252979001001,489,180,501,2,19
9254835001001,1502,34,112,2,893
9256819001001,602,216,600,0,216
9257459001001,1379,0,403,2,857
9257523001001,317,216,357,10,201
9258035001001,74,216,357,10,85
9258419001001,1768,223,489,8,164
9259059001001,1527,281,526,10,25
9259123001001,85,402,218,8,678
9260211001001,494,138,116,9,105
9260403001001,523,351,27,2,998
9262003001001,1399,5,650,2,19
9262131001001,1774,104,114,0,893
9262771001001,489,469,135,2,19
9262835001001,1591,452,116,8,840
9263539001001,914,380,433,8,37
9264371001001,73,216,0,6,979
9265331001001,1338,216,592,3,424
9266355001001,442,301,556,8,158
9267059001001,1020,203,116,8,986
9267443001001,1234,91,310,2,19
9267699001001,795,137,300,1,412
9268787001001,468,143,300,0,279
9269875001001,442,223,300,11,852
9268979001001,896,228,300,5,852
9269619001001,442,358,301,3,158
9269683001001,436,480,300,3,25
9270131001001,444,151,300,10,80
9270579001001,1616,49,391,8,607
9271219001001,609,195,300,7,107
9271475001001,868,195,201,5,263
9273139001001,1295,204,482,7,140
9273907001001,624,201,656,11,113
9274227001001,584,216,457,2,966
9274739001001,442,135,300,8,226
9274803001001,1046,195,311,2,456
9275251001001,596,223,523,1,512
9276083001001,1603,242,445,8,689
9276659001001,270,143,29,2,37
9277043001001,600,216,369,11,447
9277235001001,502,331,375,8,210
9278003001001,1100,178,492,6,615
9279155001001,565,377,622,6,78
9280819001001,315,362,357,8,947
9281651001001,1652,490,116,11,909
9282099001001,405,282,300,4,70
9282291001001,1788,156,556,0,812
9282483001001,1024,24,113,8,629
9282803001001,1507,258,50,1,853
9243379001001,337,216,283,2,340
9243763001001,1479,216,361,11,993
9213618001001,27,185,644,2,357
9271794001001,977,346,355,2,107
9207602001001,777,134,175,7,88
9207346001001,1589,143,164,5,44
9207154001001,492,476,38,2,26
9210866001001,1813,445,228,9,18
9213042001001,168,262,116,9,371
9213490001001,27,216,644,0,0
9214322001001,928,417,81,2,19
9215538001001,1199,313,520,2,782
9215602001001,534,225,197,2,964
9215666001001,1764,358,492,2,909
9216242001001,568,216,392,2,496
9217778001001,998,301,181,2,194
9219378001001,895,6,608,3,543
9220210001001,785,338,542,0,147
9220914001001,854,444,172,2,486
9220978001001,854,239,380,2,486
9221426001001,110,216,460,2,261
9221618001001,1503,108,566,8,619
9222258001001,1729,475,512,4,371
9222514001001,1100,242,28,8,615
9222770001001,502,113,478,2,1
9229682001001,398,275,542,3,66
9229810001001,406,245,82,3,120
9230578001001,1182,181,482,6,19
9231666001001,520,212,482,2,678
9232050001001,35,418,357,8,123
9233330001001,749,224,194,2,398
9233394001001,520,225,64,2,506
9233650001001,929,226,482,0,620
9233842001001,520,112,482,2,158
9243186001001,1106,402,532,5,997
9234162001001,24,234,653,2,303
9235122001001,887,119,482,5,271
9235570001001,520,105,482,9,158
9235890001001,542,126,562,6,809
9237042001001,520,99,482,10,59
9237298001001,1521,328,482,9,248
9237490001001,1353,432,357,8,124
9237810001001,1069,216,32,8,426
9239346001001,276,266,596,8,689
9240114001001,211,225,447,5,25
9240690001001,344,463,567,8,386
9241394001001,1182,127,482,0,19
9241586001001,934,137,488,6,441
9241650001001,1669,99,558,2,59
9244338001001,253,228,227,10,362
9245362001001,307,465,357,2,5
9245682001001,1018,216,357,5,239
9246066001001,1639,216,202,8,664
9247026001001,1820,260,554,3,99
9247218001001,187,203,395,3,476
9247858001001,181,445,320,5,18
9247986001001,186,445,247,6,1007
9248370001001,875,218,68,8,15
9249202001001,1800,445,313,3,892
9250354001001,1473,216,357,7,80
9250418001001,108,17,357,8,898
9250482001001,1479,216,357,3,854
9250226001001,174,216,90,8,925
9250738001001,174,217,7,8,516
9250802001001,316,82,245,2,3
9251314001001,968,216,361,9,872
9250994001001,1722,216,395,1,752
9252018001001,337,100,160,8,751
9252722001001,360,216,648,8,253
9252850001001,345,216,357,3,950
9254322001001,682,155,456,2,496
9254002001001,222,23,507,2,80
9255474001001,1468,24,204,7,41
9256498001001,580,255,425,2,353
9256754001001,1731,341,260,2,262
9257074001001,1383,368,391,8,486
9257586001001,734,225,265,4,371
9258674001001,832,216,499,10,29
9260530001001,858,6,432,3,74
9260786001001,1656,287,3,5,457
9261682001001,966,23,334,5,41
9263090001001,1383,227,59,8,486
9263794001001,1008,216,16,3,261
9263922001001,930,216,388,2,478
9264434001001,930,216,0,7,979
9264306001001,989,419,432,4,19
9264946001001,698,453,295,2,247
9266994001001,589,260,116,3,119
9268466001001,1234,121,519,10,19
9268722001001,989,301,432,4,19
9269170001001,444,400,505,3,80
9273138001001,1295,215,594,6,140
9274162001001,432,216,311,4,682
9274226001001,674,60,308,2,216
9274738001001,442,267,135,8,158
9274930001001,1480,216,495,2,132
9275378001001,938,119,536,3,25
9276338001001,1076,37,537,3,927
9279090001001,595,224,648,6,484
9280178001001,133,36,532,3,47
9281074001001,1024,370,340,8,629
9281138001001,703,231,181,8,316
9282866001001,1507,36,50,10,853
9282802001001,1507,186,336,2,853
9243442001001,216,388,57,2,198
9207850001001,1068,475,355,4,105
9210346001001,1665,101,249,3,669
9214442001001,1507,6,50,8,853
9214506001001,416,233,6,3,985
9233706001001,777,143,7,3,917
9236202001001,520,136,404,6,335
9248938001001,1094,463,26,8,708
9207402001001,947,28,280,11,926
9207978001001,1144,432,432,8,618
9210026001001,611,173,520,5,543
9211434001001,1665,28,2,3,926
9211626001001,93,351,73,2,383
9211690001001,93,351,422,7,501
9212010001001,856,134,275,5,17
9213034001001,442,234,300,6,429
9213290001001,614,262,139,2,811
9213482001001,629,143,300,0,961
9213738001001,27,216,341,2,456
9213866001001,99,216,71,11,255
9214122001001,424,216,444,8,77
9213930001001,928,383,520,5,19
9214314001001,1416,216,617,3,979
9215082001001,691,223,236,0,164
9215402001001,1017,281,520,9,25
9215530001001,1199,242,520,3,782
9215658001001,1786,492,520,2,635
9216106001001,70,216,275,2,469
9216426001001,493,228,491,5,25
9217194001001,781,218,523,6,436
9219626001001,537,102,447,3,927
9219818001001,1345,149,322,10,549
9220010001001,1003,404,345,4,986
9220074001001,912,289,282,2,687
9220138001001,912,303,542,2,687
9220266001001,1010,290,543,3,371
9220330001001,912,282,628,3,687
9220522001001,1209,358,221,1,592
9221610001001,1503,238,566,0,619
9222314001001,1175,240,91,2,432
9222442001001,1175,89,82,2,432
9222506001001,1100,159,549,8,615
9222826001001,620,216,375,3,755
9224042001001,1416,484,617,8,899
9224362001001,789,102,520,4,196
9224554001001,1517,299,71,8,299
9226282001001,486,468,8,3,917
9226410001001,942,406,221,10,705
9226794001001,565,289,3,6,53
9226858001001,1521,429,482,7,248
9227882001001,1746,475,231,5,25
9228138001001,1786,248,219,2,338
9229994001001,1589,32,136,5,997
9230634001001,708,313,482,9,137
9230698001001,506,100,543,11,19
9231658001001,220,71,357,2,948
9231850001001,60,216,137,8,755
9232042001001,738,354,83,2,610
9232234001001,1150,216,80,2,490
9232298001001,220,216,160,6,337
9232362001001,1018,216,90,8,73
9232490001001,1429,6,357,8,854
9232874001001,1391,140,221,10,747
9233322001001,749,275,21,2,398
9233386001001,520,227,460,2,306
9233450001001,873,229,462,3,391
9233642001001,929,237,482,7,620
9233770001001,614,242,416,2,811
9234026001001,1567,231,72,8,619
9235050001001,660,36,482,0,44
9235114001001,519,32,482,7,687
9235626001001,1182,106,212,2,19
9237674001001,1680,216,156,2,102
9237802001001,1270,216,516,3,426
9237994001001,369,216,171,8,993
9238250001001,220,307,357,2,889
9238442001001,303,216,314,10,496
9238506001001,1429,216,599,8,700
9238890001001,182,31,176,2,977
9239210001001,307,216,160,10,410
9239530001001,968,216,502,8,516
9240042001001,1473,216,357,9,854
9240106001001,1125,446,357,2,410
9240362001001,219,228,598,3,138
9240746001001,1820,445,621,5,476
9241194001001,1361,335,34,8,492
9244010001001,111,195,357,8,448
9244074001001,719,216,357,10,348
9244266001001,254,360,643,8,380
9244778001001,312,216,588,2,931
9244906001001,1479,216,512,2,5
9245098001001,348,216,357,3,899
9245162001001,1150,85,84,2,302
9245226001001,1479,216,357,7,400
9245290001001,317,315,357,2,5
9245610001001,1150,216,84,11,918
9245738001001,875,216,607,8,15
9245802001001,1479,404,357,2,201
9245866001001,1593,216,357,7,829
9246058001001,229,245,184,8,299
9246634001001,239,485,460,8,72
9247018001001,205,334,393,3,379
9247210001001,319,218,102,4,299
9247466001001,1734,316,395,3,177
9248298001001,215,32,596,3,497
9248554001001,175,360,554,5,476
9248874001001,1784,26,536,8,171
9249514001001,1734,14,395,9,177
9249834001001,22,210,218,5,17
9249386001001,1479,218,357,0,436
9250410001001,1573,216,357,0,966
9249962001001,11,216,438,7,80
9250602001001,1270,216,516,11,483
9250794001001,304,378,357,2,235
9251050001001,228,139,357,2,485
9251690001001,1380,216,410,2,749
9251242001001,981,216,357,3,77
9251370001001,352,183,395,2,666
9251498001001,42,216,264,2,3
9251754001001,42,216,357,5,935
9252010001001,1159,380,418,2,455
9251946001001,350,444,188,8,253
9252522001001,243,216,357,7,467
9253162001001,489,61,135,11,19
9253482001001,659,61,351,9,158
9253034001001,489,301,135,11,19
9253994001001,222,16,357,7,80
9254186001001,155,351,489,2,807
9255146001001,857,55,206,5,735
9256298001001,539,379,134,2,371
9256426001001,946,216,600,10,517
9256554001001,1604,216,600,1,201
9256618001001,67,374,425,2,60
9256874001001,1577,291,269,2,255
9256938001001,698,440,295,2,626
9257386001001,703,227,442,8,627
9258026001001,1052,56,564,8,854
9258538001001,1436,392,281,5,117
9258602001001,1417,416,218,8,486
9257962001001,174,216,559,11,854
9258090001001,1436,53,112,5,533
9258986001001,1462,247,571,8,811
9259818001001,412,36,116,7,96
9259882001001,589,93,117,8,119
9260394001001,464,105,116,1,168
9261290001001,593,296,116,6,788
9261610001001,703,107,452,5,94
9262826001001,943,408,242,5,152
9262442001001,1399,127,551,5,19
9262762001001,1411,240,283,6,619
9263914001001,1569,216,244,8,771
9264170001001,73,216,43,2,102
9264234001001,73,216,1,9,424
9264426001001,44,325,33,8,266
9264362001001,728,216,165,2,455
9264746001001,377,142,270,3,917
9264938001001,698,459,295,2,486
9265770001001,1564,116,635,3,24
9266282001001,1234,108,519,0,19
9267178001001,374,134,638,3,119
9267498001001,1234,5,637,2,19
9268522001001,1393,89,300,0,954
9269482001001,1009,141,116,7,17
9269866001001,896,411,300,8,852
9269354001001,442,227,27,8,306
9270570001001,1425,49,37,11,607
9270122001001,1056,9,300,2,343
9271082001001,569,212,90,2,696
9271274001001,569,199,300,3,696
9272362001001,234,285,577,5,28
9273002001001,1465,190,482,8,107
9274154001001,442,248,513,2,80
9274282001001,442,462,300,11,158
9274474001001,167,227,523,0,986
9274922001001,1157,216,493,2,424
9275178001001,806,216,523,7,522
9275242001001,883,239,439,4,16
9276010001001,1007,281,422,10,25
9276330001001,1076,233,537,7,927
9277034001001,661,355,369,2,522
9277098001001,502,216,375,5,303
9277226001001,538,216,369,5,61
9277674001001,500,121,70,4,151
9279082001001,715,140,329,9,893
9279338001001,878,302,281,5,45
9279722001001,450,99,482,9,74
9280746001001,225,46,395,8,236
9280874001001,250,247,245,8,206
9283114001001,749,454,21,4,398
9243306001001,303,216,357,6,253
9243370001001,317,216,571,0,7
9243434001001,339,216,298,11,299
9243562001001,193,398,177,3,610
9243690001001,243,333,357,8,925
9243754001001,303,28,632,2,496
9207278001001,6,225,523,7,997
9208110001001,505,357,477,3,963
9208942001001,1087,237,2,5,151
9211886001001,1489,351,26,11,501
9213422001001,629,381,300,9,961
9213486001001,538,216,369,10,911
9213550001001,1515,383,369,2,198
9213614001001,620,216,375,7,380
9213678001001,501,211,369,2,0
9213870001001,1242,216,114,8,925
9213998001001,69,216,17,2,713
9214510001001,534,242,529,2,964
9214574001001,1542,187,520,2,19
9214958001001,147,224,520,9,80
9215918001001,70,216,156,2,85
9218350001001,1540,32,309,0,497
9218990001001,901,21,440,5,44
9219310001001,905,318,300,4,94
9220334001001,642,158,542,3,17
9220910001001,1781,213,505,2,10
9221614001001,1503,233,59,8,619
9222574001001,691,482,520,8,699
9222766001001,1738,217,644,2,806
9225454001001,1741,377,520,4,269
9226798001001,990,227,503,6,927
9227118001001,562,224,482,10,432
9227694001001,1248,140,141,9,486
9227758001001,1248,459,141,2,486
9228590001001,1012,36,520,7,997
9229230001001,1065,137,514,10,319
9229486001001,535,67,115,5,263
9230510001001,506,105,632,2,19
9231982001001,1454,225,318,8,748
9232046001001,342,333,593,8,123
9233198001001,43,216,563,2,973
9233774001001,614,240,482,0,811
9233838001001,520,223,348,2,338
9234030001001,1567,225,648,8,619
9234926001001,834,298,221,6,584
9235502001001,1182,61,482,10,19
9235950001001,542,68,478,6,45
9236014001001,1062,3,221,4,224
9236078001001,1182,334,482,2,194
9236142001001,581,128,531,5,24
9236334001001,520,127,500,6,158
9237294001001,386,346,221,3,203
9237678001001,1473,216,160,3,663
9238126001001,719,216,140,2,749
9238446001001,1323,216,189,2,326
9239598001001,1018,216,26,8,516
9239918001001,359,231,632,8,377
9240494001001,1085,118,395,3,125
9241070001001,1110,188,300,4,262
9241326001001,520,43,221,7,158
9242990001001,166,138,35,10,105
9243950001001,864,216,357,6,800
9245358001001,327,345,314,8,260
9245870001001,228,472,357,2,908
9246318001001,1593,454,360,8,901
9247214001001,1800,445,467,2,476
9247278001001,216,469,57,8,472
9248814001001,347,415,154,8,124
9247982001001,1479,352,357,8,971
9248494001001,820,367,357,8,297
9248878001001,1784,24,635,8,171
9249198001001,317,212,357,8,870
9249518001001,175,124,412,3,476
9249646001001,282,306,314,2,398
9250350001001,324,216,633,0,124
9251246001001,1479,314,262,2,249
9251630001001,301,292,357,8,966
9250990001001,1614,216,357,6,966
9251502001001,303,216,150,7,496
9251694001001,1639,216,357,6,966
9252590001001,1692,216,357,9,399
9252782001001,1621,27,395,8,803
9253998001001,222,80,357,2,80
9256558001001,580,216,376,2,357
9258286001001,350,216,366,2,979
9259822001001,412,451,116,1,96
9260398001001,840,267,631,2,383
9260718001001,79,79,194,2,903
9262766001001,1411,39,283,8,619
9263854001001,1114,231,566,3,138
9263406001001,617,223,333,6,209
9263470001001,943,469,640,5,152
9264238001001,452,224,116,8,720
9264430001001,1223,140,400,3,733
9264942001001,698,363,295,2,626
9266606001001,817,138,432,9,187
9267310001001,442,285,300,8,196
9267438001001,468,5,124,2,624
9267822001001,680,70,107,3,543
9268334001001,920,137,300,7,17
9268974001001,842,140,488,2,86
9269614001001,442,444,254,3,158
9269870001001,442,242,300,10,852
9270126001001,436,141,300,2,917
9270190001001,890,358,313,11,328
9271278001001,569,209,300,7,696
9271342001001,633,197,355,1,696
9271854001001,977,198,389,5,107
9272622001001,240,280,14,0,20
9272814001001,616,214,124,6,696
9273454001001,1746,279,141,1,20
9274158001001,442,223,300,11,802
9274734001001,442,228,300,10,158
9275374001001,950,47,536,3,19
9275502001001,1076,159,537,10,927
9276654001001,270,373,551,2,37
9277998001001,785,432,542,3,147
9278382001001,103,70,85,2,103
9278574001001,1248,441,141,2,486
9278702001001,147,476,520,8,80
9279086001001,595,392,482,6,484
9279278001001,942,435,415,6,705
9279662001001,437,123,482,1,103
9280046001001,466,462,337,6,114
9281006001001,415,217,351,5,40
9282798001001,1507,169,50,2,853
9283118001001,927,448,482,10,398
9243310001001,1018,91,357,8,935
9243694001001,361,216,453,2,216
9243758001001,1491,215,314,8,426
9270326001001,894,143,300,11,240
9207158001001,492,178,38,8,26
9213622001001,1545,325,572,2,853
9213750001001,41,462,478,2,233
9214902001001,131,475,607,11,486
9207606001001,242,127,357,0,809
9207990001001,1107,278,116,3,543
9208246001001,394,475,414,5,105
9210102001001,505,42,300,3,963
9213046001001,438,260,432,5,536
9213366001001,1347,395,71,2,85
9213494001001,572,216,51,10,303
9213878001001,502,489,375,2,261
9214518001001,416,227,549,2,230
9215094001001,507,140,604,3,917
9215222001001,96,488,358,2,986
9215542001001,1199,184,520,6,782
9216246001001,1686,223,21,8,858
9218742001001,629,185,368,2,961
9220790001001,1781,216,282,2,303
9221302001001,932,216,367,2,496
9222518001001,1786,227,79,2,805
9222646001001,69,216,414,2,743
9223798001001,970,4,496,2,523
9224758001001,128,273,255,5,136
9224950001001,1507,36,50,10,853
9225078001001,1059,44,357,0,494
9226166001001,873,464,221,3,548
9226294001001,526,325,315,6,691
9226358001001,1391,402,15,2,747
9226614001001,615,140,482,11,733
9226678001001,520,71,482,6,53
9227126001001,522,231,476,2,986
9227638001001,1679,225,520,9,334
9228406001001,506,157,543,2,19
9231862001001,1639,216,361,5,873
9232374001001,769,53,357,8,765
9232566001001,1699,236,344,8,986
9233014001001,24,216,653,0,469
9233270001001,749,250,21,10,398
9233398001001,520,229,409,2,802
9233462001001,873,240,221,1,391
9233654001001,929,221,518,6,620
9233846001001,520,140,585,2,158
9234998001001,520,66,482,4,158
9235446001001,634,194,482,6,19
9235958001001,413,41,277,6,735
9236214001001,520,91,482,9,158
9238006001001,104,216,405,1,367
9238582001001,1340,216,328,9,132
9238902001001,182,159,523,2,977
9239158001001,244,223,554,11,619
9239734001001,229,216,23,2,0
9241590001001,934,365,221,6,441
9243894001001,253,248,8,5,138
9244214001001,1615,12,357,2,846
9244406001001,108,216,361,9,796
9244470001001,1429,216,357,3,638
9244918001001,1125,216,396,2,771
9245046001001,337,347,357,8,123
9245814001001,1069,216,470,2,908
9245878001001,1388,216,418,5,15
9245942001001,306,216,357,5,198
9246966001001,746,16,132,8,944
9248246001001,176,131,401,5,578
9248310001001,317,179,357,8,167
9248694001001,1052,9,564,8,971
9249782001001,198,28,141,5,717
9248950001001,778,335,393,7,492
9249590001001,741,28,72,2,171
9250550001001,1381,216,417,10,950
9250806001001,1381,31,417,2,3
9250614001001,305,306,357,8,714
9251190001001,1783,216,611,8,448
9253622001001,489,301,244,2,194
9254774001001,1667,188,348,4,269
9256886001001,1625,216,548,2,255
9256310001001,19,338,273,3,17
9256438001001,698,225,295,11,626
9256758001001,557,216,276,11,496
9258294001001,228,216,295,8,445
9258422001001,1502,140,112,8,893
9261814001001,448,32,190,3,497
9263030001001,1399,486,135,10,19
9265526001001,1089,18,357,3,133
9268534001001,293,137,398,3,934
9269686001001,637,143,300,5,917
9269046001001,818,338,300,8,117
9269494001001,842,416,300,3,86
9269558001001,537,123,300,2,927
9269878001001,442,259,300,1,158
9270582001001,1041,49,291,10,951
9271670001001,977,204,143,5,107
9272630001001,322,134,152,5,136
9273590001001,1824,280,633,3,25
9273718001001,1267,195,520,1,107
9273782001001,96,215,520,4,986
9274998001001,980,307,308,2,913
9275062001001,1627,49,337,8,607
9275254001001,440,223,305,2,19
9275318001001,440,364,524,4,19
9276150001001,1498,167,583,2,353
9276662001001,987,437,93,2,157
9277046001001,27,216,549,8,73
9278646001001,387,361,71,6,117
9278710001001,618,398,542,7,610
9278838001001,1474,79,542,10,575
9279734001001,1756,309,543,5,105
9280566001001,317,489,357,2,780
9280246001001,1182,137,464,2,19
9280758001001,364,146,357,0,28
9282358001001,911,191,543,0,41
9243318001001,58,216,587,2,3
9243510001001,1230,259,160,1,729
9210344001001,1665,102,283,2,669
9211688001001,93,474,422,2,501
9207656001001,308,222,199,2,519
9207784001001,1237,137,528,9,319
9207208001001,680,313,107,11,543
9211560001001,1489,345,422,4,501
9213672001001,1332,146,604,2,235
9213864001001,502,216,478,11,973
9214312001001,1160,14,478,2,979
9214440001001,1507,151,562,8,853
9214696001001,1554,409,520,11,611
9214888001001,131,229,441,11,486
9215016001001,985,337,236,2,909
9215144001001,1741,421,520,0,269
9215592001001,1786,225,520,7,678
9215656001001,1786,222,493,2,635
9215720001001,1686,186,523,8,858
9215848001001,167,490,523,2,986
9216296001001,679,142,163,3,157
9216424001001,493,139,22,5,25
9217704001001,440,301,479,2,19
9218728001001,1234,136,288,2,19
9220072001001,618,5,542,2,610
9220136001001,1472,216,542,4,469
9220968001001,854,242,546,1,486
9221032001001,2,141,546,11,917
9221608001001,110,216,546,5,7
9221672001001,144,223,546,0,19
9221992001001,917,338,43,5,17
9222440001001,1175,229,572,2,432
9222632001001,1199,248,520,6,782
9222760001001,1507,266,535,8,853
9225448001001,96,408,520,2,986
9226280001001,80,378,482,2,691
9226408001001,942,132,221,6,705
9227240001001,861,37,482,0,582
9228136001001,534,228,520,1,362
9229928001001,969,38,542,3,596
9230056001001,1590,443,640,0,374
9231784001001,461,254,221,3,232
9231848001001,1379,8,271,8,123
9232040001001,738,70,83,2,610
9232360001001,316,216,5,8,765
9233320001001,427,140,126,3,917
9233448001001,873,225,221,2,391
9233704001001,749,143,532,3,398
9233768001001,614,244,482,11,811
9234472001001,1182,167,482,2,19
9234984001001,520,350,482,6,158
9236648001001,955,106,141,6,24
9237032001001,450,15,141,3,224
9237544001001,111,216,357,3,85
9237672001001,342,216,650,2,102
9237736001001,330,216,357,9,935
9237864001001,1385,366,256,2,857
9237928001001,306,216,468,2,857
9238824001001,725,216,317,11,898
9238888001001,182,418,189,2,977
9240040001001,298,216,573,8,346
9240360001001,219,226,125,3,138
9241448001001,466,8,237,6,224
