PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
260022001002,23,297,11,81,110,3,4
260150001002,20,1238,82,219,336,50,531
260214001002,23,318,82,192,308,50,31
261366001002,15,329,57,288,288,30,88
261622001002,10,700,29,234,258,20,370
262006001002,19,329,57,277,185,30,483
262198001002,10,379,20,265,97,60,429
263798001002,10,483,81,157,235,45,225
264630001002,13,539,26,298,117,50,232
265270001002,10,1448,26,237,1,50,84
265334001002,5,288,34,109,114,25,199
265398001002,21,226,84,89,234,20,166
265462001002,21,92,60,90,241,50,18
265526001002,12,217,42,191,202,62,276
265590001002,2,394,78,212,339,20,224
257055001002,7,845,16,122,49,31,220
259615001002,10,947,20,198,67,20,495
259679001002,23,846,18,107,203,20,524
262751001002,14,1015,20,24,305,18,377
263007001002,22,1125,42,89,44,50,369
263967001002,15,571,58,312,11,37,93
264031001002,19,155,7,310,328,12,513
264159001002,16,490,28,151,45,20,81
264223001002,4,820,20,142,148,39,318
264351001002,6,254,20,74,327,20,64
264479001002,4,73,28,233,273,20,261
264543001002,19,1160,118,197,33,35,307
258143001002,4,1102,34,52,173,20,648
258655001002,1,211,84,70,116,20,400
258783001002,1,245,34,70,237,13,321
258911001002,1,1138,20,178,143,20,318
258975001002,9,1380,106,230,23,50,175
259103001002,5,1198,34,228,114,20,475
260255001002,14,606,20,314,63,33,575
260511001002,10,1510,20,288,212,8,94
262303001002,13,1357,21,306,67,37,223
262623001002,13,520,20,68,303,14,495
264671001002,5,834,114,265,275,23,154
264991001002,4,1528,20,323,137,53,533
265695001002,3,440,82,202,277,59,633
265759001002,7,1106,100,173,197,33,593
266143001002,8,1554,20,115,108,20,238
266399001002,20,1170,20,109,118,32,424
266783001002,5,647,20,261,49,33,575
258015001002,6,643,100,109,32,20,528
257183001002,7,34,54,319,24,10,463
257439001002,19,862,34,170,335,37,319
257887001002,2,385,28,9,10,27,81
260063001002,15,47,20,240,127,54,395
261151001002,8,1396,114,24,348,50,413
261343001002,23,329,57,320,288,12,477
261407001002,23,829,57,32,345,50,41
261471001002,6,731,20,261,272,31,124
261535001002,20,600,26,116,99,50,232
261599001002,23,459,82,39,49,39,42
262047001002,23,1520,20,265,220,27,484
262111001002,6,669,20,265,199,46,154
263263001002,2,288,34,109,320,20,475
263647001002,17,682,20,292,272,20,495
263711001002,17,423,110,323,335,20,32
264607001002,13,1150,20,263,244,46,615
265183001002,23,254,34,117,345,56,475
265311001002,12,205,20,110,101,20,318
265375001002,21,1473,34,191,123,8,47
265439001002,21,770,83,212,129,42,85
265631001002,4,862,34,130,221,21,391
257557001002,14,1300,34,45,310,46,406
259541001002,15,1384,34,310,299,20,475
259733001002,23,1234,37,212,132,59,634
260949001002,23,325,57,55,293,30,88
261013001002,22,178,20,56,275,20,176
262933001002,14,781,34,24,82,11,519
263061001002,2,1295,18,42,111,35,603
264213001002,15,1014,20,126,107,54,615
258005001002,13,1354,28,32,139,20,350
258453001002,10,32,34,271,282,20,206
258581001002,5,74,84,191,202,2,188
258709001002,13,93,20,212,156,35,516
258965001002,2,288,34,109,75,20,53
259157001002,19,330,11,227,16,20,4
260565001002,18,1115,34,266,196,13,143
262421001002,1,480,20,171,180,54,95
264981001002,13,1444,98,22,345,52,364
265365001002,18,1303,127,218,285,15,474
265685001002,5,643,34,68,114,20,524
266325001002,14,529,20,263,303,28,459
266389001002,6,683,20,261,119,33,95
257301001002,23,325,57,314,0,50,246
257429001002,17,47,20,240,119,1,395
257493001002,10,105,84,170,214,37,421
257685001002,17,41,34,170,302,20,475
259797001002,23,947,20,276,283,20,56
260053001002,22,442,42,169,223,20,93
261077001002,14,1216,34,109,310,4,53
261333001002,23,329,57,187,288,52,491
261461001002,6,906,20,113,115,53,124
261525001002,10,840,26,140,198,50,84
261653001002,23,1161,1,261,189,12,536
261845001002,18,480,20,171,180,62,152
262037001002,11,1520,115,90,275,20,484
262101001002,6,1149,20,249,257,19,353
262165001002,23,436,20,10,199,14,440
263125001002,23,963,34,91,114,0,475
263189001002,6,643,34,109,137,20,541
263701001002,5,562,18,157,251,35,141
264597001002,13,633,20,263,230,42,419
264661001002,13,993,34,302,175,13,38
265237001002,10,1438,20,178,206,20,318
265301001002,16,466,34,235,178,20,406
265429001002,21,642,20,1,221,20,318
265621001002,21,209,34,63,185,20,130
266069001002,21,607,20,263,303,62,60
257570001002,22,1017,20,170,178,3,124
257762001002,12,90,44,77,94,20,140
261026001002,10,922,20,42,32,44,353
262690001002,14,371,82,9,202,61,278
262754001002,2,936,34,68,221,20,39
262882001002,7,288,34,24,214,2,244
262946001002,20,1080,34,24,114,29,45
263010001002,24,755,20,306,13,20,353
263074001002,24,1520,20,44,275,20,484
264354001002,4,1372,20,151,157,18,205
257250001002,25,1150,20,323,263,20,323
258082001002,3,415,98,183,258,20,651
258466001002,1,781,34,292,283,25,53
258530001002,1,209,34,92,26,15,517
258658001002,1,215,84,194,271,20,400
258722001002,20,738,34,127,283,20,294
258978001002,13,209,110,74,275,25,324
259042001002,1,1138,20,168,2,20,318
259106001002,5,1080,34,109,76,13,321
260258001002,23,606,20,64,89,53,620
260514001002,10,259,81,96,345,34,371
260706001002,5,687,34,57,303,13,72
262242001002,13,1313,18,97,170,34,177
262562001002,13,608,26,289,284,60,84
262626001002,13,1241,20,109,303,32,353
264418001002,3,804,28,9,279,48,639
264674001002,2,837,44,270,13,20,525
262306001002,21,8,20,179,193,20,615
257314001002,23,850,29,141,275,1,613
257506001002,11,643,34,113,114,13,321
257634001002,6,288,34,117,114,13,143
258402001002,7,1226,42,41,251,7,578
259746001002,2,124,6,48,49,49,194
259810001002,23,166,18,88,56,40,32
260002001002,23,1238,82,169,223,23,531
260066001002,2,47,20,211,127,20,318
260130001002,4,47,20,240,338,24,409
261346001002,23,329,57,215,288,51,494
261730001002,10,731,20,137,285,53,124
261922001002,7,244,18,278,289,8,32
262114001002,17,178,20,131,275,13,134
262178001002,4,839,20,1,199,20,554
263330001002,18,678,82,301,186,42,161
263650001002,10,947,20,231,80,20,56
265186001002,23,1114,34,309,114,41,475
265250001002,4,1106,81,82,345,20,425
265314001002,19,988,26,228,349,50,84
265378001002,21,692,74,97,19,20,390
265506001002,4,1017,20,167,125,20,56
265570001002,21,1560,115,212,331,57,197
257584001002,14,98,114,191,32,2,413
259696001002,10,3,18,316,119,35,603
261872001002,4,1439,106,92,255,50,175
262832001002,14,254,34,24,126,18,406
263920001002,24,509,20,64,63,63,318
264048001002,15,907,126,303,333,8,368
264368001002,15,1014,115,64,25,37,615
264432001002,3,1370,18,278,33,50,51
264496001002,18,574,20,300,318,35,318
257264001002,25,1159,20,263,160,38,484
258480001002,1,66,84,173,162,20,166
258544001002,4,757,15,71,193,20,33
258800001002,1,258,42,147,184,40,327
260592001002,18,1303,127,224,91,15,585
262320001002,0,1070,20,330,291,20,131
262512001002,4,753,20,263,303,25,433
262640001002,13,867,42,151,127,57,336
265776001002,7,1106,100,220,38,33,488
257200001002,11,834,20,265,275,28,176
257712001002,24,118,18,304,43,20,170
257968001002,10,1318,59,252,272,41,112
259760001002,1,1175,28,132,118,50,173
260080001002,8,47,20,55,196,33,467
260144001002,14,47,87,240,1,20,250
260208001002,11,265,44,225,292,20,525
260272001002,23,1111,81,100,37,44,225
260400001002,2,1353,34,311,335,13,72
261168001002,12,391,26,282,221,50,84
261424001002,23,326,57,186,191,50,41
262128001002,25,325,57,231,288,50,184
263216001002,10,1102,42,102,243,11,66
263344001002,18,730,34,168,178,61,524
263856001002,10,1272,28,9,57,45,550
265456001002,20,63,10,223,202,20,526
259610001002,12,1272,28,306,10,20,332
260954001002,23,325,57,151,288,21,73
261914001002,24,103,115,191,200,12,166
262746001002,4,288,34,254,114,20,475
262938001002,14,1157,34,24,69,24,72
264346001002,15,819,20,190,187,4,318
264410001002,12,818,20,263,297,20,250
257242001002,25,1159,20,263,111,47,108
258138001002,6,546,20,296,168,33,377
258522001002,1,1458,115,212,283,42,390
258586001002,13,74,20,170,36,44,56
259162001002,13,903,11,175,186,55,201
260506001002,10,1106,81,86,348,53,328
260570001002,25,1138,20,96,349,33,239
262490001002,25,1322,31,21,272,20,79
264666001002,0,891,20,189,78,24,514
266138001002,17,1554,20,77,108,24,358
266330001002,6,1150,20,263,303,53,189
257306001002,23,325,57,163,288,38,17
257626001002,23,437,82,61,211,40,567
257690001002,18,1198,34,180,114,48,143
257818001002,7,145,110,34,45,25,324
257946001002,5,1567,84,12,9,37,623
261082001002,14,1290,34,146,132,13,321
261210001002,14,1502,42,61,78,17,25
261594001002,2,75,81,248,125,20,225
261786001002,13,1097,34,112,276,13,143
263258001002,8,288,34,35,114,20,555
263770001002,11,1128,82,262,322,20,589
264730001002,13,1357,29,292,95,54,59
264794001002,11,851,11,55,339,11,201
257571001002,14,410,115,99,221,56,272
259555001002,6,1537,34,157,211,19,262
260963001002,19,325,57,142,288,30,542
262691001002,14,1157,34,286,178,34,156
262883001002,22,564,34,24,290,25,244
262947001002,5,85,34,24,138,6,596
263011001002,8,1009,79,286,13,11,11
264035001002,6,1035,20,62,247,20,176
264291001002,15,807,20,162,143,20,176
264355001002,18,1331,20,123,247,20,205
258147001002,15,217,42,252,61,20,286
258531001002,1,1362,84,118,36,20,400
258659001002,1,781,34,107,172,20,200
258851001002,13,1279,34,0,321,20,444
259107001002,1,345,34,212,132,29,391
259171001002,13,781,34,98,125,56,200
260259001002,8,606,20,276,63,61,110
262499001002,13,633,20,263,201,51,429
262627001002,4,1241,20,263,303,60,148
264931001002,4,1001,34,5,291,13,321
264995001002,11,664,81,36,38,30,225
265699001002,3,1128,82,75,343,20,442
266595001002,4,1378,20,13,127,1,395
257315001002,11,855,20,211,199,20,318
257379001002,23,1344,34,169,152,11,391
257507001002,18,1115,34,284,114,28,321
257827001002,7,341,102,141,49,24,46
259811001002,23,132,11,272,108,47,4
260067001002,9,47,20,240,256,20,619
260131001002,4,47,20,169,127,33,358
260195001002,8,47,20,175,127,28,650
261091001002,14,1237,34,242,114,22,475
261347001002,6,329,57,265,288,61,266
261411001002,12,829,57,265,288,47,455
261475001002,7,776,20,261,272,53,105
261795001002,4,1180,34,102,277,20,555
261859001002,13,1171,20,166,22,20,176
263139001002,17,292,66,124,78,20,117
263651001002,3,1272,28,9,3,48,133
264611001002,13,582,20,117,213,20,443
265315001002,18,988,26,125,319,54,84
265443001002,23,394,83,164,221,20,355
257082001002,7,702,10,97,282,20,526
257530001002,14,885,20,172,161,20,318
257594001002,6,1392,20,74,74,30,419
257786001002,12,862,110,92,234,37,319
259258001002,13,611,20,157,5,9,92
259706001002,23,875,34,305,173,6,648
261882001002,18,51,83,92,230,57,388
262778001002,6,1403,42,198,221,20,98
262970001002,20,288,34,109,114,50,596
264186001002,15,1074,20,280,105,13,152
264314001002,13,857,20,235,171,20,176
266362001002,13,1336,20,263,303,16,443
258106001002,1,1564,110,113,303,25,391
258234001002,23,934,18,7,277,20,32
258298001002,1,205,20,305,308,20,318
258554001002,25,1475,42,289,317,1,193
258682001002,13,898,18,278,232,33,141
258746001002,1,1392,20,121,74,7,419
262394001002,6,913,20,153,140,20,514
258490001002,12,1542,84,223,202,20,111
257658001002,10,1510,20,31,212,9,94
258426001002,7,697,126,215,102,50,51
260026001002,6,47,20,75,77,34,575
260218001002,25,1375,82,48,80,30,312
261114001002,14,348,60,24,191,6,18
261370001002,8,329,57,89,288,59,490
261754001002,6,1073,20,113,118,56,414
262010001002,23,329,57,277,98,18,542
263098001002,11,1306,82,45,211,20,605
263226001002,10,730,34,77,178,41,519
263290001002,18,292,34,196,297,13,321
263738001002,15,1111,21,88,112,12,223
264762001002,4,1073,20,113,15,53,414
265338001002,18,1115,34,330,60,20,475
257470001002,5,71,34,191,202,52,517
257534001002,22,371,82,191,272,50,278
259646001002,25,411,110,248,192,35,372
259710001002,19,364,42,212,238,50,579
260990001002,23,436,20,189,70,55,440
262974001002,12,1355,34,6,345,20,139
263934001002,13,1572,20,30,147,20,429
264190001002,15,25,131,313,119,20,122
266366001002,2,420,20,185,232,20,23
258046001002,21,1245,20,274,124,20,64
258238001002,9,442,21,86,221,33,598
258302001002,1,205,20,328,37,41,318
258558001002,24,1410,126,282,281,25,420
259134001002,4,1182,11,273,301,20,4
260478001002,3,1198,34,109,114,6,143
260542001002,16,497,18,301,328,35,177
260798001002,7,1279,34,170,218,20,200
262334001002,13,1128,28,214,17,21,430
262654001002,9,1475,54,289,113,31,608
264958001002,13,1153,34,33,180,10,143
265150001002,20,1524,20,270,82,59,124
265662001002,6,288,34,109,166,20,555
257278001002,3,329,57,265,288,51,455
257598001002,12,1306,82,202,211,46,605
257726001002,7,1280,34,117,309,20,45
259774001002,23,467,20,209,153,20,318
260414001002,10,565,81,310,181,11,548
261182001002,6,1015,20,24,349,62,377
261374001002,23,329,57,179,241,30,542
261438001002,23,952,20,166,13,10,154
262014001002,14,329,57,277,116,50,41
262078001002,10,1430,20,71,275,12,176
262206001002,6,838,20,265,44,27,353
263230001002,22,1344,34,41,178,21,391
263870001002,10,219,21,261,327,25,223
264574001002,13,520,20,263,114,31,23
264638001002,4,398,9,24,154,13,34
264766001002,6,958,20,233,118,33,377
264830001002,13,539,26,245,290,36,84
265278001002,4,202,11,104,268,11,201
265342001002,8,678,82,283,324,20,161
265534001002,21,862,34,184,96,56,319
257112001002,25,1106,100,329,350,52,393
257176001002,16,318,82,48,185,50,31
257560001002,20,1080,34,109,114,43,406
257752001002,11,63,47,92,269,13,526
259288001002,25,972,34,121,327,33,519
259480001002,20,380,82,202,211,54,411
261016001002,4,17,20,265,275,25,426
262872001002,11,439,21,159,221,20,145
262936001002,24,133,26,5,319,50,441
263000001002,20,246,42,42,44,21,369
264024001002,15,1107,28,121,347,13,178
264152001002,2,291,34,4,74,20,156
264472001002,15,1041,81,169,137,20,225
258008001002,4,678,82,202,211,4,247
258264001002,1,150,28,128,333,46,523
258584001002,1,1138,20,89,349,5,318
258712001002,5,54,34,43,94,35,101
258968001002,1,345,34,273,221,3,139
259160001002,13,552,106,84,56,4,149
262488001002,13,582,20,259,118,39,439
262680001002,5,539,26,15,350,50,232
264664001002,9,460,42,42,159,50,369
264920001002,5,527,34,5,5,6,249
266648001002,17,1554,20,247,127,31,516
257432001002,21,47,20,282,127,20,361
257688001002,18,535,81,272,186,19,225
258328001002,23,1605,104,233,212,50,626
260376001002,10,1330,20,47,201,33,95
261080001002,5,254,34,324,345,7,321
261144001002,4,1557,26,283,221,50,84
261208001002,15,1172,34,24,72,21,249
261336001002,21,329,57,265,288,10,600
261656001002,23,1338,115,93,272,53,146
261720001002,1,1326,110,157,165,8,279
262168001002,23,399,20,265,77,55,404
263128001002,5,288,34,109,141,20,475
263192001002,8,1216,34,109,114,11,555
263768001002,0,418,82,202,211,33,468
265176001002,22,1299,34,45,181,20,406
265240001002,10,1424,20,232,319,6,94
265432001002,21,93,20,313,339,33,516
265496001002,21,770,20,212,208,5,619
259279001002,13,614,20,63,173,16,470
259599001002,10,1322,21,261,10,17,598
259663001002,23,150,28,288,94,48,367
259727001002,23,150,28,181,333,8,81
262799001002,14,990,34,137,114,18,200
262991001002,10,1125,18,130,44,36,603
263951001002,15,150,28,96,333,11,428
264015001002,2,120,18,124,95,35,192
264207001002,5,345,34,212,263,13,143
264399001002,15,463,20,88,198,20,148
264527001002,18,1307,21,261,272,53,598
266447001002,17,1554,20,299,333,53,620
258191001002,0,1322,28,121,10,20,547
258255001002,23,76,61,129,94,44,87
258703001002,13,1219,28,297,109,55,428
259087001002,1,1438,20,207,151,23,248
260495001002,12,1359,81,214,114,39,371
262607001002,6,753,20,263,325,16,424
265679001002,6,678,82,175,211,20,161
257935001002,10,1469,18,137,170,51,198
259791001002,23,742,20,156,118,13,219
260111001002,23,47,20,104,287,36,330
260239001002,25,700,29,248,49,20,613
260431001002,5,40,18,122,16,20,170
261711001002,10,1618,18,12,55,35,279
261775001002,13,478,34,317,327,25,156
261967001002,10,544,21,265,68,49,643
263119001002,23,1290,34,109,259,63,475
263183001002,16,1115,34,109,71,19,262
263503001002,15,1206,42,157,186,59,296
263823001002,10,1573,26,202,120,59,232
264655001002,13,928,110,209,312,45,192
264783001002,6,505,20,189,272,16,470
265423001002,7,770,115,212,221,4,124
266191001002,20,505,20,154,253,39,248
257108001002,7,1413,126,265,291,10,177
259668001002,5,880,18,261,20,20,524
262932001002,19,1157,34,24,45,33,519
263060001002,8,1220,18,11,44,20,524
264084001002,15,1057,20,190,307,34,105
266452001002,17,1554,20,16,135,37,291
257236001002,24,1229,20,263,303,52,265
257556001002,14,1203,26,13,319,18,84
258132001002,20,423,110,277,335,20,32
258452001002,2,71,34,92,94,13,517
258644001002,4,286,110,109,114,49,382
258836001002,21,1494,28,49,50,8,638
258964001002,1,643,34,103,114,14,143
260756001002,6,6,110,317,19,20,285
262356001002,13,554,34,54,106,55,321
264916001002,4,1131,20,151,296,20,189
265684001002,25,963,34,152,298,20,541
265748001002,8,662,47,192,237,20,651
260500001002,25,988,26,145,148,50,84
257428001002,8,47,20,34,127,12,148
259924001002,8,1368,18,261,240,20,524
260116001002,8,47,20,287,77,47,650
261204001002,14,978,34,24,27,33,38
261396001002,2,23,57,0,288,47,14
262164001002,23,544,0,265,312,20,83
264596001002,13,1316,51,184,303,59,429
264724001002,13,1163,20,184,21,19,40
265236001002,5,695,26,251,151,50,84
265300001002,10,466,34,219,191,34,406
265620001002,22,1473,34,213,222,22,47
257761001002,3,1579,83,241,94,50,300
259617001002,6,682,20,261,272,52,176
260961001002,7,325,57,43,288,50,171
262689001002,14,718,37,258,242,50,71
262753001002,14,114,115,24,207,51,355
262881001002,1,1113,34,187,74,20,265
263073001002,2,560,34,265,275,33,406
264289001002,15,704,20,220,240,47,512
258209001002,21,295,18,310,328,13,279
258721001002,1,1138,20,145,221,46,318
258849001002,13,928,18,209,216,29,532
259105001002,1,1290,34,146,114,57,475
260257001002,4,606,20,191,63,20,650
260833001002,6,1448,26,170,245,63,84
262241001002,13,481,34,320,191,13,72
262497001002,22,633,20,263,331,20,40
264673001002,5,952,20,152,13,20,154
257185001002,18,1523,18,212,179,35,186
257313001002,1,325,57,265,288,52,508
257377001002,22,442,21,169,177,9,598
257441001002,8,47,20,327,77,63,330
257633001002,23,1198,34,109,295,31,321
259809001002,4,614,20,165,62,16,470
261793001002,13,243,34,165,100,6,555
261985001002,20,850,0,265,190,35,83
263521001002,15,443,18,158,347,50,51
266081001002,4,607,20,37,303,20,443
257124001002,7,0,37,80,40,50,159
260964001002,23,325,57,277,227,27,283
261028001002,18,838,20,175,44,20,353
262884001002,4,1577,34,24,84,13,196
263012001002,10,1252,20,115,15,26,353
263908001002,15,907,42,317,62,20,368
264292001002,3,928,110,129,135,60,177
264356001002,2,272,34,169,177,17,244
264420001002,15,804,28,112,10,21,580
264548001002,10,859,37,261,179,31,634
257572001002,14,1625,7,70,221,37,83
258084001002,4,1216,34,202,114,13,321
258276001002,20,1440,127,55,56,37,652
258532001002,1,228,34,22,184,21,391
258852001002,13,1322,29,37,10,31,185
259044001002,6,330,11,93,23,11,201
259172001002,5,539,117,137,125,50,84
260260001002,11,606,20,64,330,1,395
260580001002,18,212,34,321,114,34,321
262244001002,13,302,34,154,217,1,362
265700001002,3,761,100,329,41,16,488
257380001002,2,1238,82,307,229,50,43
257444001002,6,47,20,321,230,33,575
257508001002,18,288,34,109,298,63,321
257636001002,8,990,34,109,340,13,143
258404001002,21,187,28,2,43,20,370
259812001002,21,998,123,168,175,18,277
260068001002,19,47,20,240,127,52,358
261156001002,14,1198,34,141,114,26,143
261540001002,10,443,18,113,57,56,32
261604001002,10,390,0,48,5,5,157
261924001002,21,1295,29,133,44,20,370
263204001002,16,1353,34,310,176,13,72
263268001002,10,1198,34,246,256,13,321
265252001002,10,259,88,56,312,48,371
257100001002,10,1212,34,316,221,5,344
257164001002,21,319,0,48,49,14,83
257740001002,13,475,94,258,94,50,292
262796001002,21,189,56,150,57,50,150
263052001002,0,445,18,89,207,56,32
263948001002,21,238,28,199,64,20,350
264140001002,5,1357,34,93,58,20,406
264204001002,20,1606,34,212,221,54,143
264332001002,15,492,20,222,21,10,615
266380001002,2,607,20,263,192,27,439
258060001002,7,418,82,227,101,20,468
258188001002,23,1618,29,168,118,35,185
258252001002,23,371,82,36,125,13,278
258636001002,1,1432,110,290,97,57,603
258828001002,13,1039,11,139,63,11,201
258956001002,1,103,74,131,202,58,166
259084001002,0,288,34,109,114,12,475
260556001002,18,1138,20,67,115,9,318
262348001002,13,206,20,165,225,57,248
262604001002,13,1150,20,140,52,20,323
264716001002,10,379,20,189,46,63,429
266188001002,9,1554,20,16,244,33,439
260044001002,8,47,20,75,137,62,395
261132001002,14,104,34,240,221,40,200
261196001002,19,1344,34,296,178,21,391
261388001002,23,325,57,273,288,0,509
261452001002,23,1308,20,93,305,40,176
263180001002,10,263,81,324,335,63,225
263692001002,15,874,18,252,48,35,192
263820001002,0,1604,21,194,112,13,643
265292001002,20,1279,34,111,178,20,444
265420001002,21,932,115,323,293,20,35
265548001002,21,78,42,15,156,37,524
257527001002,5,643,34,109,114,10,475
257783001002,24,67,123,92,320,35,277
259639001002,23,1160,118,33,179,28,83
259703001002,20,756,110,198,192,20,32
261879001002,16,450,117,37,94,57,388
262711001002,14,738,34,24,28,60,294
262839001002,14,1606,34,105,221,16,143
263927001002,15,395,20,142,235,11,205
264055001002,15,680,20,85,163,20,440
264183001002,6,780,20,28,85,20,148
264311001002,20,862,34,167,221,19,262
266359001002,6,900,20,144,303,20,443
258039001002,5,1261,21,207,69,13,643
258103001002,7,409,44,216,250,44,553
258167001002,23,150,28,315,288,37,613
258615001002,11,36,34,153,221,21,249
258743001002,1,1080,34,85,346,20,648
258871001002,1,217,42,212,121,63,162
260471001002,23,1115,34,109,304,28,143
260599001002,4,1138,20,11,212,20,318
262263001002,13,1388,20,112,141,29,105
265719001002,3,1301,98,13,59,62,528
266423001002,20,1170,20,113,233,6,100
266679001002,17,1378,20,299,31,33,467
257655001002,22,802,82,18,211,20,241
257719001002,17,45,42,212,100,20,87
257847001002,4,818,20,263,287,20,650
261047001002,14,800,37,123,178,51,338
261367001002,23,329,57,265,350,14,260
261431001002,23,21,20,265,129,9,383
261815001002,10,1179,34,102,80,20,200
263159001002,22,254,34,324,345,28,406
263543001002,15,1326,34,37,270,40,362
263735001002,15,1159,20,45,244,20,615
263799001002,10,1262,34,12,319,2,156
263863001002,20,1036,42,261,303,20,151
265335001002,16,1586,82,282,293,24,605
265463001002,21,642,20,258,169,20,318
265591001002,21,896,115,105,221,45,2
257169001002,19,261,108,265,169,50,54
261009001002,23,498,29,176,199,18,370
262737001002,14,109,20,23,217,20,64
258129001002,23,1324,81,310,83,17,371
258257001002,23,91,42,92,59,0,93
258641001002,1,345,34,299,230,35,101
258705001002,17,625,20,7,151,20,318
258769001002,1,298,83,221,275,57,446
260497001002,12,133,26,312,232,56,441
260561001002,8,513,42,328,55,20,66
262225001002,13,1421,81,37,128,54,228
262289001002,4,1051,20,83,8,20,514
262417001002,8,1530,98,216,330,20,364
265745001002,19,1106,28,282,350,37,370
266321001002,6,1150,20,263,303,32,323
266705001002,17,1378,20,70,127,48,205
257297001002,2,329,57,265,288,37,283
257361001002,23,674,81,209,88,54,371
257809001002,7,1474,42,265,185,10,240
257873001002,15,909,20,258,260,20,512
258449001002,4,408,82,164,155,50,31
261137001002,6,410,115,24,221,5,496
262033001002,23,325,57,8,18,50,451
262161001002,23,326,57,277,152,52,41
263185001002,10,1257,34,251,114,63,354
263313001002,22,125,39,211,349,50,232
265233001002,6,513,20,201,151,20,615
265361001002,8,125,26,161,115,50,232
265553001002,4,1086,20,212,221,53,514
257558001002,14,625,20,75,347,20,318
257750001002,20,84,42,91,94,20,98
259542001002,15,607,20,198,268,20,361
261910001002,5,1473,34,92,94,14,47
262870001002,14,254,34,285,74,22,321
263894001002,15,183,20,160,346,20,650
257238001002,25,607,20,110,303,8,229
258006001002,25,678,82,21,210,5,247
258070001002,7,1219,28,297,66,56,350
258262001002,11,781,34,56,311,20,475
258454001002,20,862,34,271,283,42,319
258646001002,5,1115,34,109,114,36,596
258710001002,10,93,20,15,125,26,516
258966001002,20,1290,34,109,114,28,53
259030001002,6,848,20,328,151,49,239
262294001002,4,1105,66,38,86,28,647
264918001002,13,1484,110,103,22,55,141
265686001002,24,678,82,201,8,20,318
257430001002,2,47,20,92,94,28,176
260182001002,8,47,20,104,84,43,467
261142001002,14,862,34,22,221,41,262
261398001002,23,23,57,194,288,44,227
261782001002,13,819,20,41,200,25,318
263190001002,10,1115,34,109,319,26,444
263510001002,15,760,115,12,300,24,619
263702001002,16,1037,18,261,272,59,141
259690001002,23,374,18,261,48,37,524
260970001002,9,329,57,277,315,42,144
264298001002,15,424,82,280,199,52,43
258154001002,19,220,42,233,96,31,87
258538001002,24,1086,115,65,304,20,514
258794001002,22,1576,34,271,168,20,517
259050001002,20,963,34,109,150,20,541
260266001002,6,606,20,64,246,20,250
260586001002,8,312,110,282,293,48,534
262250001002,13,1469,34,199,170,14,321
262442001002,13,554,34,222,108,33,499
264554001002,15,176,57,261,272,41,210
264682001002,10,303,18,181,207,39,624
264938001002,13,1128,28,260,325,62,604
260458001002,23,125,26,66,114,50,232
266602001002,16,1378,20,176,113,20,373
257066001002,5,498,0,265,223,35,83
257962001002,6,1337,110,33,33,4,279
259754001002,10,160,55,189,21,50,556
261098001002,8,1281,26,212,78,50,84
261354001002,23,329,57,38,142,50,184
261482001002,23,614,20,102,77,5,470
262122001002,23,717,42,52,265,49,162
263210001002,10,862,34,290,85,37,319
263466001002,15,463,20,300,145,22,397
265258001002,10,1080,34,28,114,29,475
265322001002,8,375,34,109,114,1,143
265386001002,21,298,115,233,209,50,105
265642001002,21,307,115,89,202,22,35
266218001002,20,1489,20,102,118,26,516
257524001002,2,1211,21,170,178,40,145
257780001002,25,1371,19,172,94,11,136
259252001002,13,912,20,285,22,10,281
259700001002,23,1353,34,182,287,59,72
262772001002,14,466,34,24,350,8,406
262964001002,1,489,42,301,319,19,93
264500001002,1,501,42,157,165,26,296
258100001002,7,1115,110,150,260,20,285
258164001002,17,442,42,297,94,20,93
258292001002,23,1129,81,44,145,18,371
258676001002,4,757,15,269,4,20,33
259124001002,1,773,34,144,114,12,321
260532001002,17,539,26,219,229,6,84
260596001002,4,1138,20,230,151,20,318
262644001002,13,1228,95,68,340,20,69
264948001002,21,478,34,31,173,20,200
265652001002,22,668,34,109,114,6,321
265716001002,20,1391,100,324,345,42,96
265780001002,7,1290,34,70,114,58,156
257204001002,0,145,34,265,275,57,200
257716001002,7,577,18,80,191,2,32
261428001002,23,1144,114,4,275,2,413
261556001002,10,1322,42,112,151,20,66
262068001002,16,646,20,265,219,4,615
263220001002,10,748,58,312,188,25,93
263668001002,12,1441,42,327,165,50,296
264628001002,4,178,2,274,151,20,649
265204001002,12,1294,21,314,9,13,643
265396001002,4,1249,126,315,333,44,102
257469001002,5,1157,34,129,221,33,519
257533001002,2,248,20,288,289,33,377
259581001002,10,1593,26,72,15,50,61
259645001002,3,879,110,182,340,35,624
262781001002,15,1216,34,24,286,20,524
262845001002,4,1106,34,24,74,2,143
262909001002,5,52,42,24,126,50,369
258045001002,19,254,20,72,74,38,265
258237001002,23,64,126,288,61,2,308
258301001002,14,1510,20,301,183,50,94
258749001002,1,345,34,116,221,54,97
259069001002,1,1114,34,109,312,47,354
265661001002,25,643,34,109,117,38,143
257661001002,2,988,26,132,349,50,84
257917001002,1,1285,20,113,214,20,615
258429001002,10,1172,34,268,337,20,596
261053001002,1,217,42,212,81,20,286
262077001002,10,465,20,180,275,57,176
262141001002,23,329,57,277,136,25,283
