PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
263231001001,10,1084,18,47,3,20,32
263295001001,24,643,34,109,114,13,143
263743001001,3,1365,18,113,118,20,32
263807001001,3,813,34,12,9,35,641
263871001001,10,479,21,261,80,13,643
264575001001,13,593,20,99,236,20,443
264767001001,13,582,20,175,118,20,318
265343001001,18,1080,34,109,114,52,72
257479001001,14,1279,34,212,221,23,143
259271001001,9,1292,20,135,141,20,250
259591001001,0,1151,21,261,272,33,598
262727001001,20,862,34,24,178,37,319
264135001001,6,810,20,237,247,20,131
264263001001,15,238,28,199,209,8,646
264391001001,4,488,20,36,38,20,440
264455001001,15,731,20,261,98,53,124
266439001001,17,1554,60,16,108,37,127
257799001001,20,314,115,80,293,20,496
258247001001,23,616,34,20,227,20,257
258503001001,1,1095,34,148,283,2,244
258567001001,13,53,26,289,199,50,84
258631001001,1,288,34,109,189,20,565
259079001001,1,825,20,328,151,12,40
262471001001,13,1163,114,21,21,55,40
262535001001,13,1107,28,49,50,16,471
264711001001,10,283,114,265,275,4,413
264967001001,13,1128,28,169,224,15,638
265031001001,20,203,28,289,304,13,356
265671001001,11,990,34,109,114,20,200
266567001001,17,1554,115,102,108,33,109
266695001001,17,1378,20,55,127,33,337
257671001001,18,1080,34,109,104,13,321
259335001001,20,1524,114,52,82,50,413
260103001001,8,47,20,95,127,53,620
260167001001,23,47,20,240,127,62,250
260295001001,23,1326,34,22,165,20,517
261127001001,19,862,110,24,138,35,586
261383001001,23,325,57,265,288,43,386
261447001001,10,17,114,265,275,63,426
263303001001,18,141,126,63,17,35,186
263623001001,10,805,26,167,176,38,84
263687001001,24,818,20,263,303,20,110
263751001001,15,818,20,263,179,20,619
265351001001,18,272,34,170,75,20,475
265415001001,21,268,115,212,221,24,124
265543001001,21,311,37,1,221,20,402
259246001001,4,912,20,285,296,20,394
259502001001,15,1507,18,53,328,35,624
259630001001,23,1322,21,261,272,59,643
261038001001,2,318,82,48,49,50,31
262830001001,14,1141,34,24,346,44,406
262894001001,14,1080,34,24,114,51,524
262958001001,20,254,20,282,293,20,426
263022001001,10,1297,20,180,275,39,340
264174001001,15,1028,20,301,129,33,273
264238001001,17,1062,20,123,129,20,76
258478001001,6,233,84,212,221,20,632
258606001001,1,205,20,110,76,20,318
258670001001,13,170,42,269,309,4,286
258798001001,1,1290,34,109,336,13,143
258862001001,13,42,16,170,178,22,220
258926001001,1,1424,20,241,115,50,94
259054001001,1,1015,20,328,151,17,377
259118001001,20,1279,34,212,221,20,475
260462001001,23,1294,28,145,151,14,185
262254001001,0,585,20,135,141,20,394
262382001001,13,527,34,5,42,20,517
265006001001,13,554,34,10,262,20,596
266798001001,20,1040,20,314,118,33,516
262574001001,13,706,42,317,272,20,145
257646001001,11,1357,21,292,307,13,643
257710001001,7,187,28,41,43,4,350
258414001001,4,187,28,41,43,20,646
259886001001,10,1618,31,307,118,20,79
260014001001,9,47,20,240,127,20,148
260142001001,8,47,20,240,127,55,619
260398001001,10,776,20,293,272,20,105
261102001001,6,1279,34,212,221,20,200
261358001001,23,329,57,265,288,44,479
261486001001,25,468,44,51,52,20,525
261550001001,10,720,42,157,181,50,369
261742001001,2,962,34,279,290,33,179
261870001001,24,1426,20,233,96,20,615
261934001001,4,891,20,265,199,20,514
261998001001,15,329,57,277,288,50,184
262126001001,23,881,20,265,198,20,154
262190001001,23,834,20,172,285,20,154
263214001001,10,1448,39,294,311,52,84
263278001001,18,188,6,308,48,50,194
263342001001,18,1599,27,170,178,32,348
264750001001,13,1316,20,263,25,20,429
264814001001,13,1569,26,140,96,50,84
265262001001,17,254,34,324,345,20,47
265454001001,12,450,83,191,202,57,388
265518001001,21,416,18,213,334,20,170
265582001001,21,1519,115,212,221,11,35
257522001001,14,289,34,217,227,34,249
259442001001,7,1322,28,9,10,48,580
259634001001,23,874,110,157,133,35,192
260978001001,23,329,57,277,285,47,14
261874001001,11,718,42,92,247,50,71
262770001001,14,1298,34,225,258,20,406
262898001001,20,1080,34,24,114,20,475
264178001001,15,862,110,132,138,16,586
264306001001,12,1058,20,142,148,20,419
264882001001,11,318,82,48,226,50,31
258290001001,0,46,28,213,222,13,10
258546001001,19,359,42,104,261,52,308
258610001001,1,848,20,110,245,33,239
258802001001,1,862,34,212,209,21,391
258866001001,13,93,20,15,266,20,56
258930001001,1,1424,20,112,319,50,94
259122001001,2,738,34,271,283,20,596
259186001001,13,781,34,65,178,20,475
262258001001,16,943,110,5,5,35,141
262450001001,13,1171,20,94,351,20,529
262514001001,13,753,20,263,168,33,439
264946001001,13,1063,20,98,314,20,397
266610001001,17,1378,20,176,79,33,467
257714001001,7,1038,42,212,221,10,93
257842001001,0,488,20,36,38,20,650
259890001001,10,906,20,113,118,45,124
260018001001,23,297,11,104,110,22,4
260146001001,8,208,84,20,178,20,400
260210001001,23,122,29,63,43,50,59
261042001001,19,439,21,212,221,20,145
261170001001,14,643,34,24,173,20,524
261362001001,23,329,57,265,234,30,469
261810001001,21,871,20,135,141,29,181
261938001001,0,881,20,265,275,12,154
263154001001,12,1080,34,176,114,33,499
263282001001,18,1123,34,109,301,13,72
263346001001,22,35,44,216,226,20,160
263538001001,15,1470,81,130,136,1,225
263602001001,10,673,28,147,9,57,471
263794001001,2,1578,44,12,9,20,160
264754001001,13,753,20,253,303,20,404
264818001001,13,78,42,220,125,20,524
265266001001,2,1080,34,109,114,19,359
265330001001,18,643,34,137,114,20,475
265394001001,21,1333,115,212,4,20,166
265522001001,21,1279,34,213,100,33,499
257115001001,7,834,20,274,113,20,154
257563001001,14,103,115,191,40,20,166
257755001001,11,66,84,250,94,20,151
261915001001,25,584,42,92,94,20,286
262747001001,14,1342,34,24,87,20,475
262811001001,14,1290,34,56,114,13,321
262875001001,14,1355,34,278,114,41,362
263003001001,10,406,42,307,44,49,162
263067001001,0,839,20,306,199,20,554
263899001001,15,870,108,126,255,50,54
264027001001,9,1457,20,83,85,53,533
264283001001,15,955,20,292,247,33,358
264411001001,15,950,20,263,303,34,152
266459001001,17,1554,20,16,108,38,100
257243001001,25,737,20,135,303,20,341
258203001001,23,746,34,108,165,13,72
258267001001,9,150,28,315,333,13,428
258459001001,1,643,34,188,114,20,541
258651001001,1,693,82,24,23,9,138
258779001001,25,1473,34,92,94,20,47
258907001001,1,901,20,324,245,20,514
259035001001,1,1424,20,6,319,50,94
259163001001,2,333,42,24,23,1,193
260251001001,8,606,20,64,167,20,619
260571001001,6,1138,20,145,151,33,239
262299001001,13,572,20,131,331,20,615
264667001001,0,506,20,189,91,20,514
265691001001,25,418,82,65,211,20,468
264091001001,4,852,20,237,247,20,512
257179001001,7,118,18,28,13,35,603
257307001001,23,325,57,265,183,50,451
257947001001,10,1441,18,157,165,41,524
260059001001,23,46,28,219,149,20,646
260187001001,18,47,20,104,100,53,414
261083001001,14,109,20,74,248,20,64
261403001001,20,23,57,265,288,59,583
261467001001,2,1235,28,261,10,20,261
261787001001,13,849,20,190,200,49,189
262171001001,23,969,20,317,275,20,302
263131001001,8,1257,34,109,114,20,406
263771001001,15,1416,20,12,195,20,281
264795001001,13,75,81,167,24,20,225
265179001001,23,1052,20,45,76,20,588
266203001001,20,537,20,113,118,6,329
257579001001,11,800,37,212,221,44,338
259435001001,15,1101,34,12,9,14,475
259563001001,10,332,34,81,165,13,143
259691001001,23,1160,118,261,241,35,83
260971001001,23,329,57,277,288,2,583
261035001001,10,178,20,274,33,20,242
262699001001,14,75,81,24,243,20,225
262891001001,14,963,34,24,139,20,475
262955001001,5,254,20,250,259,20,426
263979001001,15,1074,20,185,105,20,512
264299001001,15,602,18,93,264,35,141
258155001001,23,204,84,233,219,20,35
258859001001,13,1115,34,109,206,13,143
258923001001,6,1438,20,145,151,39,248
260267001001,8,606,20,64,204,33,358
260587001001,24,1438,20,301,319,20,318
260715001001,6,1473,34,170,178,47,47
262379001001,13,815,20,172,296,20,281
264939001001,6,183,20,134,140,1,395
265771001001,7,288,34,109,243,13,321
258475001001,1,1409,84,145,202,20,111
257195001001,7,434,0,80,275,50,157
259755001001,10,160,15,48,222,50,405
260011001001,23,642,20,150,127,20,318
260075001001,4,47,20,104,220,36,330
260139001001,8,47,20,287,127,33,575
261099001001,14,1095,34,283,227,41,362
261355001001,23,329,57,228,288,50,41
261419001001,20,829,57,265,288,59,490
261547001001,10,1189,42,157,335,50,369
262059001001,23,404,20,228,199,20,353
263147001001,12,1298,34,45,15,20,406
263211001001,10,558,21,95,99,39,598
263275001001,18,254,34,74,74,57,321
263467001001,6,463,20,139,145,20,176
263723001001,15,555,18,261,272,48,51
264619001001,4,1073,20,113,118,20,148
264811001001,13,170,42,239,281,20,286
265259001001,10,1342,34,109,298,20,475
265323001001,18,1106,34,325,346,43,143
265451001001,21,1619,20,191,202,44,124
265579001001,21,487,115,212,175,53,124
257475001001,14,1095,34,170,119,41,362
257539001001,14,1136,34,250,313,13,143
259267001001,13,1477,110,307,5,35,141
259459001001,15,385,28,9,10,19,313
259651001001,23,1238,82,25,3,50,531
262723001001,22,201,34,24,290,13,38
262787001001,24,1216,34,24,114,20,53
262851001001,14,53,26,24,10,50,84
262915001001,14,1114,34,240,114,20,200
264067001001,2,1014,20,151,157,20,615
264131001001,15,1346,20,142,193,20,394
264387001001,15,795,18,314,9,35,141
264515001001,10,501,42,118,165,50,369
257987001001,25,469,20,324,86,20,265
258179001001,25,1409,84,92,94,20,111
258755001001,1,825,20,145,151,50,40
258947001001,6,1579,83,92,94,57,446
259011001001,13,1212,34,227,222,35,344
259075001001,1,862,110,136,290,35,586
260547001001,10,215,84,125,178,20,400
260611001001,10,963,34,225,114,20,475
262659001001,13,1107,28,142,50,62,604
264707001001,10,13,20,13,195,20,353
265795001001,7,286,110,11,114,37,382
265027001001,25,1475,7,289,304,48,513
257283001001,23,329,57,265,288,55,483
257411001001,8,47,20,92,94,7,189
257603001001,19,380,82,179,211,53,411
260035001001,3,47,115,75,77,20,35
260163001001,23,466,34,219,332,20,406
260227001001,10,319,28,48,76,20,350
260291001001,23,483,81,129,165,20,225
260355001001,10,696,26,113,25,50,232
261763001001,13,183,20,111,140,20,250
261955001001,10,322,20,91,15,20,353
262019001001,25,326,57,277,288,30,88
263107001001,8,469,20,282,293,20,265
263299001001,18,205,20,328,349,56,318
263363001001,10,1216,34,109,114,17,321
263683001001,4,463,20,18,18,20,250
263747001001,15,1337,110,244,33,35,279
265219001001,12,988,26,208,349,50,84
265411001001,21,1560,139,135,221,20,197
257777001001,24,383,11,92,94,6,201
259249001001,13,626,34,200,54,13,321
259697001001,23,656,28,16,25,50,59
260977001001,23,329,57,277,288,22,508
262769001001,14,288,34,151,114,20,517
262961001001,12,274,26,309,232,50,84
263921001001,15,1364,34,65,177,13,143
263985001001,15,1028,20,123,234,20,76
264049001001,15,155,126,310,240,20,368
264113001001,15,1028,20,123,310,20,495
264433001001,15,3,18,316,284,35,603
258545001001,13,359,126,104,261,23,308
260465001001,4,848,20,145,151,20,152
260593001001,18,1114,34,237,114,13,143
262257001001,13,540,20,309,196,16,470
262385001001,20,1179,34,102,106,20,555
262449001001,13,449,20,330,28,20,635
262513001001,6,1241,20,263,303,20,189
265649001001,4,469,20,282,293,20,265
257329001001,23,178,20,165,275,16,387
257393001001,23,119,21,188,2,9,598
257713001001,2,118,18,28,27,20,170
259889001001,10,1366,58,113,256,20,93
260081001001,4,47,20,104,94,20,148
261105001001,14,211,84,212,148,20,400
261425001001,23,326,57,265,273,50,335
261553001001,10,332,34,157,214,20,475
261745001001,10,243,34,165,45,20,596
262129001001,23,325,57,277,288,9,246
263345001001,18,272,34,170,204,2,244
264753001001,13,1241,20,263,161,20,205
257480001001,14,1172,34,85,221,21,249
257544001001,14,1290,34,109,114,4,156
257736001001,3,209,42,92,94,20,398
261896001001,24,1619,20,92,94,53,124
262728001001,14,201,34,24,69,19,359
262792001001,14,1577,34,317,221,20,107
262984001001,0,646,20,274,219,23,615
263048001001,0,897,105,222,289,50,61
263944001001,6,1074,20,101,105,20,440
264264001001,15,238,28,70,209,48,20
258184001001,23,1120,21,81,344,13,643
258248001001,23,87,46,59,149,20,571
258504001001,1,32,110,271,186,35,611
258952001001,1,74,115,271,347,20,211
259080001001,1,254,34,74,74,22,321
260680001001,6,245,34,142,178,13,321
262408001001,13,473,20,327,8,20,635
262600001001,13,892,20,113,132,20,353
264712001001,20,18,20,265,275,20,168
264904001001,13,1130,34,309,327,59,156
266568001001,17,1378,115,100,185,33,109
257608001001,25,437,82,202,143,20,567
258440001001,7,834,115,265,275,27,619
260040001001,8,47,20,75,189,20,361
260296001001,23,688,20,296,314,18,152
261128001001,24,1279,34,24,221,20,517
261576001001,10,102,26,256,61,50,84
261960001001,4,732,20,265,275,20,581
262152001001,22,329,57,277,288,50,466
263496001001,3,385,28,9,10,46,523
263752001001,15,818,20,263,303,59,176
265416001001,21,103,115,212,221,19,124
257526001001,14,288,34,109,269,20,475
257782001001,24,33,84,191,202,26,632
259446001001,15,1322,28,258,10,13,178
259510001001,15,1159,20,198,303,33,439
259638001001,8,1370,18,33,33,20,32
259702001001,23,411,110,182,83,35,624
261878001001,11,307,115,331,94,20,35
262710001001,14,75,81,10,290,20,607
262774001001,14,110,83,24,168,20,5
262838001001,5,1364,34,24,178,13,143
263030001001,10,178,20,265,275,44,383
263926001001,15,1357,18,43,95,35,141
264438001001,15,622,20,298,316,44,361
264502001001,10,470,21,12,9,6,598
264886001001,20,153,11,48,49,20,4
266358001001,2,607,20,263,67,20,189
258550001001,9,1625,0,289,304,35,83
258934001001,1,1355,34,109,326,20,139
258998001001,13,642,20,170,178,43,318
260470001001,23,254,34,78,345,20,47
262454001001,0,1420,20,330,351,20,506
262518001001,13,1241,20,263,336,20,361
262646001001,13,209,110,92,337,25,324
265654001001,2,254,34,74,74,13,321
266422001001,20,505,20,261,272,38,575
265782001001,7,681,46,216,154,20,557
257206001001,20,1514,15,265,275,20,33
257334001001,13,1411,20,265,275,13,134
257398001001,23,1618,21,113,118,47,643
259766001001,10,1607,16,2,49,50,269
259894001001,10,1189,42,157,196,49,162
260150001001,8,1238,82,219,229,50,531
260214001001,23,318,82,309,49,50,31
261366001001,23,329,57,254,288,30,88
261622001001,10,700,29,48,81,20,370
261942001001,10,382,44,129,39,20,160
262006001001,23,329,57,277,15,30,483
262198001001,4,379,20,265,199,20,429
263798001001,10,483,81,157,165,62,225
264630001001,13,539,26,170,338,50,232
265270001001,10,1448,26,38,311,50,84
265526001001,3,217,42,191,202,50,276
265590001001,21,394,78,48,221,20,224
257055001001,7,845,16,48,77,50,220
259615001001,10,947,20,261,272,27,495
259679001001,23,846,18,113,118,43,524
263007001001,10,1125,42,85,44,50,369
263967001001,15,571,58,210,330,20,93
264031001001,15,155,7,90,328,48,513
264159001001,15,490,28,112,157,20,81
264223001001,24,820,20,142,148,20,318
264351001001,15,254,20,74,339,20,64
264479001001,15,73,28,233,96,26,261
264543001001,10,1160,118,256,33,35,307
258143001001,23,1102,34,102,42,20,648
258655001001,1,211,84,212,176,20,400
258911001001,1,1138,20,63,115,20,318
258975001001,13,1380,106,158,23,50,175
259103001001,1,1198,34,109,78,20,475
260255001001,9,606,20,64,63,33,575
260511001001,10,1510,20,140,212,50,94
262303001001,13,1357,21,244,67,46,223
262623001001,5,520,20,263,303,20,495
264671001001,0,834,114,265,275,26,154
264991001001,13,1528,20,300,137,53,533
265759001001,7,1106,100,319,51,33,593
266399001001,20,1170,20,113,118,6,424
266783001001,20,647,20,261,272,61,575
258015001001,3,643,100,109,114,11,528
257439001001,8,862,34,144,178,37,319
257887001001,15,385,28,9,337,20,81
260063001001,23,47,20,240,127,59,395
261151001001,12,1396,114,24,202,50,413
261343001001,12,329,57,265,288,30,477
261407001001,23,829,57,265,288,37,41
261471001001,4,731,20,261,272,53,124
261535001001,10,600,26,138,120,50,232
261599001001,23,459,82,264,49,50,42
262047001001,23,1520,20,265,275,59,484
262111001001,23,669,20,265,199,25,154
263263001001,10,288,34,223,114,20,475
263647001001,10,682,20,261,272,46,495
263711001001,4,423,110,316,335,20,32
265183001001,21,254,34,324,345,20,475
265311001001,5,205,20,110,115,20,318
265375001001,21,1473,34,191,202,16,47
265439001001,12,770,83,212,221,57,85
265631001001,5,862,34,212,221,21,391
257173001001,7,1019,108,0,275,50,54
257557001001,2,1300,34,45,258,20,406
259541001001,15,1384,34,154,327,20,475
259733001001,23,1234,37,19,300,13,634
260949001001,23,325,57,277,244,30,88
261013001001,10,178,20,265,275,44,176
262741001001,14,1020,118,24,116,11,217
262933001001,16,781,34,24,221,33,519
264213001001,15,1014,20,103,107,9,615
258453001001,4,32,34,271,283,20,206
258581001001,1,74,84,191,170,20,188
258709001001,13,93,20,152,156,33,516
258965001001,1,288,34,138,114,20,53
259157001001,13,330,11,227,235,22,4
260565001001,18,1115,34,90,114,13,143
262421001001,13,480,20,171,180,21,95
265365001001,18,1303,127,91,221,15,474
265685001001,25,643,34,109,0,20,524
266325001001,2,529,20,263,303,12,459
266389001001,20,683,20,261,272,0,95
257301001001,24,325,57,265,288,50,246
257429001001,8,47,20,240,59,1,395
257493001001,10,105,84,170,21,20,421
257685001001,18,41,34,31,178,20,475
259797001001,23,947,20,149,272,20,56
260053001001,20,442,42,169,177,20,93
261333001001,4,329,57,265,288,50,491
261461001001,23,906,20,113,75,53,124
261525001001,19,840,26,116,120,50,84
261653001001,23,1161,1,261,272,15,536
261845001001,13,480,20,171,189,20,152
262037001001,23,1520,115,265,322,20,484
262101001001,10,1149,20,105,257,20,353
262165001001,23,436,20,251,199,20,440
263125001001,23,963,34,109,216,20,475
263189001001,10,643,34,176,114,20,541
263701001001,15,562,18,221,165,35,141
264597001001,13,633,20,263,303,42,419
264661001001,13,993,34,150,202,13,38
265237001001,10,1438,20,328,206,20,318
265301001001,10,466,34,170,178,17,406
265621001001,21,209,34,191,108,20,130
266069001001,4,607,20,263,303,33,60
257570001001,14,1017,20,170,178,42,124
257762001001,25,90,44,92,94,20,140
259682001001,23,710,42,261,272,7,66
261026001001,10,922,20,42,44,10,353
262690001001,14,371,82,24,276,50,278
262754001001,6,936,34,24,221,20,39
262882001001,14,288,34,24,114,26,244
262946001001,11,1080,34,24,114,20,45
263010001001,10,755,20,315,13,20,353
263074001001,6,1520,20,265,275,20,484
264354001001,15,1372,20,151,184,20,205
257250001001,25,1150,20,263,303,32,323
258082001001,5,415,98,45,258,20,651
258466001001,1,781,34,271,283,14,53
258530001001,4,209,34,92,94,20,517
258658001001,1,215,84,271,281,20,400
258722001001,1,738,34,308,283,20,294
259042001001,1,1138,20,203,212,7,318
259106001001,1,1080,34,142,114,13,321
260258001001,8,606,20,178,63,53,620
260514001001,10,259,81,160,345,48,371
260706001001,6,687,34,57,58,28,72
262242001001,13,1313,18,163,63,35,177
262562001001,19,608,26,289,304,50,84
264418001001,15,804,28,9,206,48,639
264674001001,22,837,44,11,13,20,525
262306001001,13,8,20,183,193,35,615
257314001001,23,850,29,265,275,63,613
257506001001,18,643,34,286,114,13,321
257634001001,4,288,34,109,114,13,143
258402001001,7,1226,42,41,43,29,578
259746001001,24,124,6,48,49,50,194
259810001001,23,166,18,55,14,20,32
260002001001,23,1238,82,169,145,50,531
260066001001,23,47,20,240,127,63,318
260130001001,8,47,20,325,127,24,409
261346001001,11,329,57,265,288,50,494
261538001001,10,801,20,215,121,33,237
261730001001,10,731,20,261,79,53,124
261922001001,0,244,18,211,289,20,32
262114001001,23,178,20,265,275,62,134
263650001001,10,947,20,261,22,20,56
265186001001,23,1114,34,109,114,9,475
265250001001,11,1106,81,324,345,20,425
265314001001,18,988,26,328,77,50,84
265378001001,7,692,74,191,202,20,390
265506001001,21,1017,20,32,125,20,56
265570001001,21,1560,115,212,63,20,197
257584001001,14,98,114,110,202,50,413
259696001001,23,3,18,316,335,39,603
261872001001,13,1439,106,92,94,50,175
262832001001,14,254,34,24,225,20,406
263920001001,15,509,20,64,63,56,318
264048001001,11,907,126,315,333,20,368
264368001001,15,1014,115,64,63,27,615
264432001001,15,1370,18,34,33,50,51
264496001001,6,574,20,300,318,20,318
257264001001,25,1159,20,263,303,27,484
258480001001,1,66,84,109,202,20,166
258800001001,1,258,42,319,94,40,327
262320001001,4,1070,20,330,351,20,131
262512001001,4,753,20,263,303,20,433
265776001001,21,1106,100,329,350,33,488
257200001001,24,834,20,265,275,20,176
257968001001,10,1318,59,261,272,8,112
259760001001,10,1175,28,113,118,27,173
260080001001,8,47,20,104,94,1,467
260144001001,8,47,87,240,127,6,250
260272001001,23,1111,81,100,112,28,225
260400001001,10,1353,34,316,230,13,72
261168001001,14,391,26,24,221,15,84
261424001001,23,326,57,19,288,50,41
262128001001,23,325,57,277,288,57,184
263216001001,10,1102,42,102,29,20,66
263344001001,18,730,34,170,178,34,524
263856001001,10,1272,28,9,85,57,550
265456001001,21,63,10,174,202,20,526
259610001001,10,1272,28,20,10,20,332
260954001001,23,325,57,277,288,1,73
261914001001,24,103,115,191,310,20,166
262746001001,14,288,34,24,114,24,475
262938001001,14,1157,34,24,202,40,72
264346001001,15,819,20,127,200,20,318
264410001001,15,818,20,115,303,20,250
257242001001,25,1159,20,263,184,53,108
258138001001,23,546,20,296,314,0,377
258522001001,1,1458,115,274,221,20,390
260506001001,10,1106,81,206,232,53,328
260570001001,18,1138,20,328,190,33,239
262490001001,13,1322,31,261,50,20,79
264666001001,0,891,20,189,271,20,514
266138001001,17,1554,20,284,108,33,358
266330001001,2,1150,20,23,303,20,189
257690001001,18,1198,34,109,42,13,143
257818001001,7,145,110,2,275,25,324
257946001001,10,1567,84,130,9,20,623
261082001001,14,1290,34,109,242,13,321
261210001001,14,1502,42,24,279,17,25
261786001001,13,1097,34,254,301,13,143
263258001001,5,288,34,109,114,20,555
263770001001,15,1128,82,304,87,20,589
264730001001,13,1357,29,93,29,50,59
259555001001,4,1537,34,157,165,19,262
260963001001,23,325,57,277,259,30,542
262691001001,14,1157,34,24,178,23,156
262883001001,14,564,34,196,290,2,244
262947001001,20,85,34,24,138,20,596
263011001001,10,1009,79,11,13,1,11
264035001001,15,1035,20,3,247,20,176
264291001001,15,807,20,190,200,61,176
258531001001,2,1362,84,212,221,20,400
258659001001,1,781,34,258,283,20,200
258851001001,13,1279,34,167,304,20,444
259107001001,1,345,34,141,221,21,391
259171001001,6,781,34,15,125,20,200
260259001001,17,606,20,64,63,20,110
262499001001,13,633,20,263,79,20,429
264931001001,13,1001,34,5,5,19,321
264995001001,13,664,81,283,38,20,225
266595001001,17,1378,20,240,71,1,395
257315001001,23,855,20,265,325,20,318
257379001001,23,1344,34,169,177,29,391
257507001001,18,1115,34,329,114,13,321
257827001001,7,341,102,48,66,50,46
260131001001,8,47,20,240,127,34,358
260195001001,4,47,20,240,127,20,650
261091001001,14,1237,34,109,114,10,475
261347001001,23,329,57,69,288,8,266
261475001001,23,776,20,3,272,20,105
261795001001,13,1180,34,102,106,3,555
261859001001,13,1171,20,186,351,20,176
263139001001,10,292,66,127,130,20,117
263651001001,7,1272,28,9,10,48,133
264611001001,13,582,20,143,118,20,443
265315001001,18,988,26,31,319,50,84
265443001001,21,394,83,212,348,20,355
257530001001,14,885,20,32,293,20,318
257594001001,18,1392,20,66,74,20,419
257786001001,24,862,110,92,79,37,319
259258001001,13,611,20,238,5,20,92
259706001001,23,875,34,165,173,27,648
261882001001,25,51,83,92,94,57,388
262778001001,14,1403,42,24,221,58,98
262970001001,12,288,34,109,287,20,596
264058001001,15,340,15,24,67,20,122
264186001001,20,1074,20,101,105,20,152
264314001001,4,857,20,235,243,20,176
266362001001,2,1336,20,263,303,52,443
258106001001,23,1564,110,38,303,21,391
258234001001,22,934,18,182,192,20,32
258298001001,1,205,20,203,212,25,318
258554001001,13,1475,42,289,68,1,193
258746001001,1,1392,20,211,74,20,419
262394001001,13,913,20,112,140,20,514
258490001001,1,1542,84,191,42,20,111
257658001001,10,1510,20,146,212,50,94
258426001001,7,697,126,145,221,50,51
260218001001,2,1375,82,48,49,30,312
261114001001,14,348,60,24,235,50,18
261370001001,23,329,57,265,182,59,490
261754001001,20,1073,20,113,134,53,414
262010001001,23,329,57,277,270,30,542
263098001001,23,1306,82,119,211,20,605
263226001001,10,730,34,170,41,33,519
263290001001,18,292,34,301,244,13,321
264762001001,13,1073,20,113,118,9,414
265338001001,18,1115,34,276,114,20,475
257470001001,4,71,34,191,202,20,517
259646001001,23,411,110,182,192,24,372
259710001001,23,364,42,212,221,58,579
260990001001,3,436,20,189,199,20,440
263934001001,15,1572,20,141,11,20,429
266366001001,6,420,20,263,303,20,23
258238001001,6,442,21,212,221,33,598
258558001001,13,1410,126,71,281,38,420
260478001001,23,1198,34,109,114,27,143
260542001001,10,497,18,310,328,62,177
260798001001,6,1279,34,170,178,26,200
262334001001,13,1128,28,214,235,3,430
264958001001,20,1153,34,33,33,13,143
265150001001,20,1524,20,80,251,53,124
265662001001,25,288,34,109,44,20,555
257278001001,6,329,57,265,288,30,455
257726001001,7,1280,34,206,43,20,45
258430001001,7,178,20,274,102,20,242
259774001001,23,467,20,238,233,20,318
260414001001,10,565,81,310,328,27,548
261182001001,14,1015,20,322,349,33,377
261374001001,23,329,57,43,288,30,542
262014001001,23,329,57,181,288,50,41
262078001001,25,1430,20,265,275,20,176
262206001001,10,838,20,132,44,20,353
263230001001,10,1344,34,328,178,21,391
263870001001,10,219,21,204,272,46,223
264574001001,13,520,20,263,303,22,23
264638001001,13,398,9,66,154,13,34
264766001001,6,958,20,113,118,33,377
264830001001,13,539,26,279,290,5,84
265278001001,10,202,11,104,341,11,201
265342001001,18,678,82,211,324,52,161
265534001001,21,862,34,54,96,37,319
257112001001,16,1106,100,329,350,33,393
257176001001,7,318,82,48,216,50,31
257752001001,5,63,47,92,94,20,526
259288001001,13,972,34,309,210,33,519
259480001001,15,380,82,202,163,53,411
261016001001,10,17,20,265,201,20,426
262872001001,17,439,21,24,221,20,145
262936001001,8,133,26,24,319,50,441
263000001001,10,246,42,87,44,50,369
264024001001,15,1107,28,320,221,13,178
264152001001,15,291,34,4,11,20,156
258008001001,25,678,82,202,211,28,247
258264001001,0,150,28,315,333,46,523
258584001001,1,1138,20,17,349,20,318
258712001001,1,54,34,92,94,24,101
258968001001,22,345,34,212,221,20,139
259160001001,13,552,106,55,56,37,149
262488001001,13,582,20,113,118,12,439
264664001001,0,460,42,52,44,50,369
264920001001,13,527,34,79,5,21,249
266648001001,17,1554,20,240,127,43,516
257432001001,8,47,20,233,127,20,361
257688001001,18,535,81,177,56,20,225
260376001001,10,1330,20,116,280,33,95
261080001001,14,254,34,324,345,22,321
261144001001,16,1557,26,24,221,50,84
261208001001,14,1172,34,24,221,47,249
261336001001,8,329,57,265,288,30,600
261656001001,23,1338,115,287,272,20,146
261720001001,10,1326,110,157,349,35,279
263128001001,23,288,34,109,114,18,475
263192001001,10,1216,34,109,114,27,555
263768001001,15,418,82,202,211,21,468
265176001001,20,1299,34,45,258,20,406
265240001001,10,1424,20,328,270,50,94
265432001001,21,93,20,15,338,33,516
265496001001,21,770,20,212,221,44,619
259279001001,13,614,20,22,327,16,470
259599001001,10,1322,21,261,272,12,598
259663001001,23,150,28,315,256,48,367
259727001001,23,150,28,315,333,30,81
262799001001,0,990,34,24,114,20,200
263951001001,15,150,28,315,269,13,428
264015001001,3,120,18,93,95,35,192
264399001001,6,463,20,139,145,20,148
258191001001,23,1322,28,9,271,20,547
258255001001,23,76,61,92,207,20,87
258703001001,13,1219,28,297,315,59,428
259087001001,1,1438,20,328,151,55,248
260495001001,12,1359,81,99,224,48,371
262607001001,13,753,20,263,303,27,424
265679001001,25,678,82,202,300,20,161
259791001001,23,742,20,113,118,56,219
